row_label_raw,row_label_full,col_0,Quyền khai thác mỏ Triệu VND,Chỉ phí phục hồi môi trường mỏ Triệu VND,Trợ cấp thời việc Triệu VND,Tổng Triệu VND,numeric__Quyền khai thác mỏ Triệu VND,numeric__Chỉ phí phục hồi môi trường mỏ Triệu VND,numeric__Trợ cấp thời việc Triệu VND,numeric__Tổng Triệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,466.446,26.218,47.527,540.191,466446.0,26218.0,47527.0,540191.0
Dự phòng lập trong năm,Dự phòng lập trong năm,Dự phòng lập trong năm,37.092,72.904,2.917,112.913,37092.0,72904.0,2917.0,112913.0
Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,(3.511),-,(4.826),(8.337),-3511.0,,-4826.0,-8337.0
Hoàn nhập dự phòng trong năm,Hoàn nhập dự phòng trong năm,Hoàn nhập dự phòng trong năm,(69.635),-,(1.688),(71.323),-69635.0,,-1688.0,-71323.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,430.392,99.122,43.930,573.444,430392.0,99122.0,43930.0,573444.0
