row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,Trụ sở,Tỷ lệ lợi ích tại,Tỷ lệ lợi ích tại_1,numeric__Tên công ty,numeric__Hoạt động chính,numeric__Trụ sở,numeric__Tỷ lệ lợi ích tại,numeric__Tỷ lệ lợi ích tại_1
STT,STT,STT,Tên công ty,Hoạt động chính,Trụ sở,31/12/2019,1/1/2019,,,,,
10,STT > 10,10,Công ty TNHH Một Thành viên Công nghiệp Masan (“MSI”),"(i) Sản xuất gia vị, thực phẩm tiện lợi và bao bì","Lô 6, Khu Công nghiệp Tân Đông Hiệp A, Phường Tân Đông Hiệp, Thị xã Dĩ An, Tỉnh Bình Dương, Việt Nam","56,8%","81,5%",,,,0.568,0.815
11,STT > 11,11,Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến (“VTF”),(i) Sản xuất gia vị,"Lô III-10-Nhóm Công nghiệp III, Khu Công nghiệp Tân Bình, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam","56,8%","81,5%",,,,0.568,0.815
12,STT > 12,12,Công ty TNHH Một Thành viên Masan HD (“MHD”),(i) Sản xuất thực phẩm tiện lợi,"Lô 22, Khu Công nghiệp Đại An, Phường Tư Minh, Thành phố Hải Dương, Việt Nam","56,8%","81,5%",,,,0.568,0.815
13,STT > 13,13,Công ty Cổ phần Masan PQ (“MPQ”),(i) Sản xuất gia vị,"Khu 1, Thôn Suối Đa, Xã Dương Tô, Huyện Phú Quốc, Tỉnh Kiên Giang, Việt Nam","56,8%","81,5%",,,,0.568,0.815
14,STT > 14,14,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc (“NPQ”),(i) Sản xuất gia vị,"Khu 1, Thôn Suối Đa, Xã Dương Tô, Huyện Phú Quốc, Tỉnh Kiên Giang, Việt Nam","56,8%","81,5%",,,,0.568,0.815
15,STT > 15,15,Công ty TNHH Masan Long An (“MLA”) (b),"(i) Sản xuất gia vị, thực phẩm tiện lợi và bao bì","Áp 2, Xã Thạnh Hòa, Huyện Bến Lức, Tỉnh Long An, Việt Nam","56,8%",-,,,,0.568,
16,STT > 16,16,Công ty Cổ phần VinaCafé Biên Hòa (“VCF”),(i) Sản xuất và kinh doanh đồ uống,"Khu Công nghiệp Biên Hòa 1, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam","55,9%","80,3%",,,,0.5589999999999999,0.8029999999999999
