row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2019 Triệu VND,1/1/2019 Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2019 Triệu VND,numeric__1/1/2019 Triệu VND
Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),200,,73.035.359,52.078.995,200.0,,73035359.0,52078995.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,8,1.599.646,1.377.124,210.0,8.0,1599646.0,1377124.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,,1.599.646,1.377.124,216.0,,1599646.0,1377124.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,40.791.699,29.203.764,220.0,,40791699.0,29203764.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,10,29.170.881,23.798.207,221.0,10.0,29170881.0,23798207.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,39.248.028,31.906.656,222.0,,39248028.0,31906656.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(10.077.147),(8.108.449),223.0,,-10077147.0,-8108449.0
Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,224,,-,-,224.0,,,
Nguyên giá,Nguyên giá,Nguyên giá,225,,67.300,67.300,225.0,,67300.0,67300.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,226,,(67.300),(67.300),226.0,,-67300.0,-67300.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,11,11.620.818,5.405.557,227.0,11.0,11620818.0,5405557.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,14.777.843,8.015.798,228.0,,14777843.0,8015798.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(3.157.025),(2.610.241),229.0,,-3157025.0,-2610241.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,3.278.972,2.171.342,240.0,,3278972.0,2171342.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,12,3.278.972,2.171.342,242.0,12.0,3278972.0,2171342.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,7,17.505.857,15.347.915,250.0,7.0,17505857.0,15347915.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,252,,17.492.653,15.328.811,252.0,,17492653.0,15328811.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,21.646,21.646,253.0,,21646.0,21646.0
Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,254,,(8.442),(8.442),254.0,,-8442.0,-8442.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,255,,-,5.900,255.0,,,5900.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,9.859.185,3.978.850,260.0,,9859185.0,3978850.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,13,5.633.114,3.164.050,261.0,13.0,5633114.0,3164050.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,14,240.643,295.261,262.0,14.0,240643.0,295261.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,15,3.985.428,519.539,269.0,15.0,3985428.0,519539.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,97.297.251,64.578.613,270.0,,97297251.0,64578613.0
