row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải trả người bán hàng hóa và cung cấp dịch vụ,Phải trả người bán hàng hóa và cung cấp dịch vụ,Phải trả người bán hàng hóa và cung cấp dịch vụ,1.245.299.335,910.462.831,1245299335.0,910462831.0
- THAGRICO,- THAGRICO,- THAGRICO,400.282.633,207.569.778,400282633.0,207569778.0
- Công ty Cổ phần lapacco,- Công ty Cổ phần lapacco,- Công ty Cổ phần lapacco,110.729.522,42.273.048,110729522.0,42273048.0
- Daun Penh,- Daun Penh,- Daun Penh,-,91.845.863,,91845863.0
"- Công ty TNHH Bình Phước Kratie 2 (""Bình Phước Kratie"")","- Công ty TNHH Bình Phước Kratie 2 (""Bình Phước Kratie"")","- Công ty TNHH Bình Phước Kratie 2 (""Bình Phước Kratie"")",-,73.677.590,,73677590.0
- Khác,- Khác,- Khác,734.287.180,495.096.552,734287180.0,495096552.0
Phải trả người bán máy móc và thiết bị,Phải trả người bán máy móc và thiết bị,Phải trả người bán máy móc và thiết bị,62.131.427,32.172.611,62131427.0,32172611.0
Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,29.889.222,42.237.312,29889222.0,42237312.0
Phải trả tiền mua cổ phần,Phải trả tiền mua cổ phần,Phải trả tiền mua cổ phần,5.500.000,-,5500000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.342.819.984,984.872.754,1342819984.0,984872754.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên liên quan (TM số 31),Trong đó: > Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),659.461.800,521.971.535,659461800.0,521971535.0
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,683.358.184,462.901.219,683358184.0,462901219.0
