row_label_raw,row_label_full,"Ngân hàng > BIDV, Chi nhánhGia Lai > BIDV, Chi nhánhBình Định (*)",Số cuối nămNgàn VND > 722.805.307 > 508.831.830,Nguyên tệUSD > 31.168.836 > 23.289.683,Thời hạn thanh toán > Từ ngày 31 tháng 12 năm 2021 đến ngày 31 tháng 12 năm 2026 > Từ ngày 24 tháng 3 năm 2022 đến ngày 24 tháng 12 năm 2026,"Lãi suất %/năm > Lãi suất tiết kiệm của BIDV bằng USD hạn 12 tháng trả lãi sau + 4,70%/năm(2020: 7,20 - 8,50) > Lãi suất huy động tiết kiệm của BIDV bằng USD kỳ hạn 12 tháng trả lãi sau + 5,00%/năm(2020: 5,90 - 6,70)","Tài sản thế chấp(TM số 5, 9, 10, 11 và 12) > - Quyền sử dụng đất và vườn cây cao su với quy mô 9.996,9 ha tại Huyện Saysetha, San Xay và Phu Vong, Tĩnh Attapeu, Lào thuộc sở hữu của HA Attapeu. > - 119 căn hộ thuộc cao óc văn phòng và nhà ở cao cấp HAGL tại Số 6, Đường Hoàng Văn Thụ, Thành phố Pleiku, Tĩnh Gia Lai, Việt Nam thuộc sở hữu của HAG;- Nhà máy đá Granit HAGL tại Dọc Quốc lộ 14, Xã Ia Băng, Huyện Đắk Đoa, Tĩnh Gia Lai, Việt Nam thuộc sở hữu của HAG;- Quyền sử dụng đất tại Phường Phù Đồng, Thành phố Pleiku, Tĩnh Gia Lai, Việt Nam với diện tích 6.993,2 m2 thuộc sở hữu của HAG; và- Quyền sử dụng và khai thác 4.733,01 ha cao su và 3.155,79 ha cọ đầu tại Tĩnh Attapeu, Lào thuộc sở hữu của HA Attapeu.",numeric__Số cuối nămNgàn VND > 722.805.307 > 508.831.830,numeric__Nguyên tệUSD > 31.168.836 > 23.289.683,numeric__Thời hạn thanh toán > Từ ngày 31 tháng 12 năm 2021 đến ngày 31 tháng 12 năm 2026 > Từ ngày 24 tháng 3 năm 2022 đến ngày 24 tháng 12 năm 2026,"numeric__Lãi suất %/năm > Lãi suất tiết kiệm của BIDV bằng USD hạn 12 tháng trả lãi sau + 4,70%/năm(2020: 7,20 - 8,50) > Lãi suất huy động tiết kiệm của BIDV bằng USD kỳ hạn 12 tháng trả lãi sau + 5,00%/năm(2020: 5,90 - 6,70)","numeric__Tài sản thế chấp(TM số 5, 9, 10, 11 và 12) > - Quyền sử dụng đất và vườn cây cao su với quy mô 9.996,9 ha tại Huyện Saysetha, San Xay và Phu Vong, Tĩnh Attapeu, Lào thuộc sở hữu của HA Attapeu. > - 119 căn hộ thuộc cao óc văn phòng và nhà ở cao cấp HAGL tại Số 6, Đường Hoàng Văn Thụ, Thành phố Pleiku, Tĩnh Gia Lai, Việt Nam thuộc sở hữu của HAG;- Nhà máy đá Granit HAGL tại Dọc Quốc lộ 14, Xã Ia Băng, Huyện Đắk Đoa, Tĩnh Gia Lai, Việt Nam thuộc sở hữu của HAG;- Quyền sử dụng đất tại Phường Phù Đồng, Thành phố Pleiku, Tĩnh Gia Lai, Việt Nam với diện tích 6.993,2 m2 thuộc sở hữu của HAG; và- Quyền sử dụng và khai thác 4.733,01 ha cao su và 3.155,79 ha cọ đầu tại Tĩnh Attapeu, Lào thuộc sở hữu của HA Attapeu."
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.231.637.137,,,,,1231637137.0,,,,
Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,1.120.957.598110.679.539,,,,,1.1209575981106796e+18,,,,
