row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,7.297.243.718,4.654.571.099,7297243718.0,4654571099.0
Vay ngắn hạn bên liên quan (TM số 22.2 và 31),Vay ngắn hạn bên liên quan (TM số 22.2 và 31),Vay ngắn hạn bên liên quan (TM số 22.2 và 31),5.158.215.316,2.825.972.081,5158215316.0,2825972081.0
Vay ngắn hạn ngân hàng (TM số 22.1),Vay ngắn hạn ngân hàng (TM số 22.1),Vay ngắn hạn ngân hàng (TM số 22.1),1.260.949.777,618.695.510,1260949777.0,618695510.0
Vay dài hạn ngân hàng đến hạn trả (TM số 22.4),Vay dài hạn ngân hàng đến hạn trả (TM số 22.4),Vay dài hạn ngân hàng đến hạn trả (TM số 22.4),631.597.896,1.209.903.508,631597896.0,1209903508.0
Vay dài hạn trái phiếu đến hạn trả (TM số 22.6),Vay dài hạn trái phiếu đến hạn trả (TM số 22.6),Vay dài hạn trái phiếu đến hạn trả (TM số 22.6),196.846.419,-,196846419.0,
Vay ngắn hạn bên khác (TM số 22.5),Vay ngắn hạn bên khác (TM số 22.5),Vay ngắn hạn bên khác (TM số 22.5),49.634.310,-,49634310.0,
Dài hạn,Dài hạn,Dài hạn,4.105.299.625,4.550.026.796,4105299625.0,4550026796.0
Vay dài hạn bên liên quan (TM số 22.3 và 31),Vay dài hạn bên liên quan (TM số 22.3 và 31),Vay dài hạn bên liên quan (TM số 22.3 và 31),2.103.224.847,1.454.367.231,2103224847.0,1454367231.0
Vay dài hạn ngân hàng (TM số 22.4),Vay dài hạn ngân hàng (TM số 22.4),Vay dài hạn ngân hàng (TM số 22.4),1.926.063.192,3.095.659.565,1926063192.0,3095659565.0
Vay dài hạn bên khác (TM số 22.5),Vay dài hạn bên khác (TM số 22.5),Vay dài hạn bên khác (TM số 22.5),76.011.586,-,76011586.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,11.402.543.343,9.204.597.895,11402543343.0,9204597895.0
