row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập (*),Thu nhập (*)_1,numeric__Chức vụ,numeric__Thu nhập (*),numeric__Thu nhập (*)_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Hội đồng quản trị và Ban Tổng Giám đốc,Hội đồng quản trị và Ban Tổng Giám đốc,Hội đồng quản trị và Ban Tổng Giám đốc,Hội đồng quản trị và Ban Tổng Giám đốc,Hội đồng quản trị và Ban Tổng Giám đốc,Hội đồng quản trị và Ban Tổng Giám đốc,,,
Ông Đoàn Nguyên Đức,Hội đồng quản trị và Ban Tổng Giám đốc > Ông Đoàn Nguyên Đức,Ông Đoàn Nguyên Đức,Chủ tịch,156.000,156.000,,156000.0,156000.0
Ông Đỗ Xuân Diện,Hội đồng quản trị và Ban Tổng Giám đốc > Ông Đỗ Xuân Diện,Ông Đỗ Xuân Diện,Phó chủ tịch,144.000,96.000,,144000.0,96000.0
Bà Võ Thị Mỹ Hạnh,Hội đồng quản trị và Ban Tổng Giám đốc > Bà Võ Thị Mỹ Hạnh,Bà Võ Thị Mỹ Hạnh,Thành viên/Tổng Giám đốc,1.704.000,1.836.000,,1704000.0,1836000.0
Ông Nguyễn Quan Anh,Hội đồng quản trị và Ban Tổng Giám đốc > Ông Nguyễn Quan Anh,Ông Nguyễn Quan Anh,Thành viên,677.856,1.327.960,,677856.0,1327960.0
Ông Võ Trường Sơn,Hội đồng quản trị và Ban Tổng Giám đốc > Ông Võ Trường Sơn,Ông Võ Trường Sơn,Thành viên,120.000,120.000,,120000.0,120000.0
Ông Trần Bảo Sơn,Hội đồng quản trị và Ban Tổng Giám đốc > Ông Trần Bảo Sơn,Ông Trần Bảo Sơn,Thành viên/Phó Tổng Giám đốc,60.000,440.000,,60000.0,440000.0
Bà Võ Thị Huyền Lan,Hội đồng quản trị và Ban Tổng Giám đốc > Bà Võ Thị Huyền Lan,Bà Võ Thị Huyền Lan,Thành viên,60.000,120.000,,60000.0,120000.0
Ông Nguyễn Hoàng Phi,Hội đồng quản trị và Ban Tổng Giám đốc > Ông Nguyễn Hoàng Phi,Ông Nguyễn Hoàng Phi,Thành viên/Phó Tổng Giám đốc,60.000,-,,60000.0,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,,,
Ông Lê Hồng Phong,Ban Kiểm soát > Ông Lê Hồng Phong,Ông Lê Hồng Phong,Trưởng ban,48.000,-,,48000.0,
Ông Nguyễn Đức Quang,Ban Kiểm soát > Ông Nguyễn Đức Quang,Ông Nguyễn Đức Quang,Trưởng ban,48.000,96.000,,48000.0,96000.0
Bà Lê Thùy Dương,Ban Kiểm soát > Bà Lê Thùy Dương,Bà Lê Thùy Dương,Thành viên,316.000,336.000,,316000.0,336000.0
Ông Đặng Công Trực,Ban Kiểm soát > Ông Đặng Công Trực,Ông Đặng Công Trực,Thành viên,72.000,72.000,,72000.0,72000.0
Ông Phạm Ngọc Châu,Ban Kiểm soát > Ông Phạm Ngọc Châu,Ông Phạm Ngọc Châu,Thành viên,36.000,72.000,,36000.0,72000.0
TỔNG CỘNG,Ban Kiểm soát > TỔNG CỘNG,TỔNG CỘNG,,3.501.856,4.671.960,,3501856.0,4671960.0
