row_label_raw,row_label_full,Ngân hàng,Số cuối năm,Thời hạn thanh toán,Lãi suất %/năm,"Tài sản thế chấp (TM số 5, 9, 10, 11 và 12)",numeric__Số cuối năm,numeric__Thời hạn thanh toán,numeric__Lãi suất %/năm,"numeric__Tài sản thế chấp (TM số 5, 9, 10, 11 và 12)"
Ngân hàng,Ngân hàng,Ngân hàng,Ngân VND,,,,,,,
"Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HDBank""), Chi nhánh Đồng Nai (*)","Ngân hàng > Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HDBank""), Chi nhánh Đồng Nai (*)","Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HDBank""), Chi nhánh Đồng Nai (*)",600.951.992,Từ ngày 25 tháng 6 năm 2021 đến ngày 23 tháng 12 năm 2021,"10,00","- 203.780.455 cổ phiếu HNG sở hữu bởi HAG;- Toàn bộ quyền đời nợ, nguồn thu phát sinh trong tương lai từ các hợp đồng bán hàng với giá trị không thấp hơn 1.000 tỷ VND; và- Toàn bộ vốn góp của Công ty trong An Đông Mia.",600951992.0,,10.0,
"Ngân hàng Thương mại Cổ phần Tiên Phong (""TPBank""), Chi nhánh Hà Nội","Ngân hàng > Ngân hàng Thương mại Cổ phần Tiên Phong (""TPBank""), Chi nhánh Hà Nội","Ngân hàng Thương mại Cổ phần Tiên Phong (""TPBank""), Chi nhánh Hà Nội",599.797.785,Từ ngày 13 tháng 1 năm 2021 đến ngày 28 tháng 9 năm 2021,"Lãi suất thay đổi hàng quý bằng lãi suất cơ sở kỳ hạn 3 tháng của TPBank + 3,20%/năm (2020: 10,50 %/năm)","- Tài sản của Cao su Eastern đã, đang và sẽ hình thành trên đất theo giấy chuyển nhượng quyền sở hữu đất tổ nhượng kinh tế tại Campuchia số Kor Ror 0185, diện tích 925 ha;- 453,7 ha đất trồng trái cây tại Bản Huội Kong, Huyện Paksong, Tĩnh Champasak, Lào thuộc sở hữu của Công ty TNHH Phát triển Nông nghiệp Đại Thắng (""Đại Thắng""); và- 32.829.686 cổ phiếu HNG thuộc sở hữu của HAG.",599797785.0,,,
"Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank""), Chi nhánh Campuchia","Ngân hàng > Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank""), Chi nhánh Campuchia","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank""), Chi nhánh Campuchia",60.200.000,Từ ngày 1 tháng 1 năm 2021 đến ngày 3 tháng 3 năm 2021,"8,50","- Quyền sử dụng và khai thác trên diện tích 1.752,5 ha đất tổ nhượng kinh tế thuộc dự án của HA Oyadav.",60200000.0,,8.5,
TỔNG CỘNG,Ngân hàng > TỔNG CỘNG,TỔNG CỘNG,1.260.949.777,,,,1260949777.0,,,
