row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Chương trình phần mềm,Ngàn VND Tổng cộng,numeric__Quyền sử dụng đất,numeric__Chương trình phần mềm,numeric__Ngàn VND Tổng cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,6.648.075,-,6.648.075,6648075.0,,6648075.0
Đầu tư xây dựng cơ bản hoàn thành,Nguyên giá > Đầu tư xây dựng cơ bản hoàn thành,Đầu tư xây dựng cơ bản hoàn thành,-,4.380.000,4.380.000,,4380000.0,4380000.0
Mua mới,Nguyên giá > Mua mới,Mua mới,6.134.100,1.600.000,7.734.100,6134100.0,1600000.0,7734100.0
Mua công ty con,Nguyên giá > Mua công ty con,Mua công ty con,386.362.309,-,386.362.309,386362309.0,,386362309.0
Số cuối năm,Nguyên giá > Số cuối năm,Số cuối năm,399.144.484,5.980.000,405.124.484,399144484.0,5980000.0,405124484.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,,,
Số đầu năm,Hao mòn lũy kế > Số đầu năm,Số đầu năm,(1.578.918),-,(1.578.918),-1578918.0,,-1578918.0
Hao mòn trong năm,Hao mòn lũy kế > Hao mòn trong năm,Hao mòn trong năm,(9.529.025),(498.333),(10.027.358),-9529025.0,-498333.0,-10027358.0
Số cuối năm,Hao mòn lũy kế > Số cuối năm,Số cuối năm,(11.107.943),(498.333),(11.606.276),-11107943.0,-498333.0,-11606276.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,5.069.157,-,5.069.157,5069157.0,,5069157.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,388.036.541,5.481.667,393.518.208,388036541.0,5481667.0,393518208.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,
Thế chấp để đảm bảo cho các khoản vay (TM số 22),Trong đó: > Thế chấp để đảm bảo cho các khoản vay (TM số 22),Thế chấp để đảm bảo cho các khoản vay (TM số 22),388.036.541,-,388.036.541,388036541.0,,388036541.0
