row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Ngàn VND > Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Ngàn VND > Số đầu năm
Vay dài hạn (TM số 22.3),Vay dài hạn (TM số 22.3),Vay dài hạn (TM số 22.3),Vay dài hạn (TM số 22.3),Vay dài hạn (TM số 22.3),Vay dài hạn (TM số 22.3),Vay dài hạn (TM số 22.3),,,,
HAG,Vay dài hạn (TM số 22.3) > HAG,HAG,Công ty mẹ,Vay dài hạn,2.103.224.847,649.106.397,,,2103224847.0,649106397.0
THACO,Vay dài hạn (TM số 22.3) > THACO,THACO,Cổ đông lớn,Vay dài hạn,-,805.260.834,,,,805260834.0
TỔNG CỘNG,Vay dài hạn (TM số 22.3) > TỔNG CỘNG,TỔNG CỘNG,,,2.103.224.847,1.454.367.231,,,2103224847.0,1454367231.0
