row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Doanh thu bán trái cây,Doanh thu bán trái cây,Doanh thu bán trái cây,1.919.235.938,1.243.174.162,1919235938.0,1243174162.0
Doanh thu bán mũ cao su,Doanh thu bán mũ cao su,Doanh thu bán mũ cao su,265.494.259,341.922.013,265494259.0,341922013.0
Doanh thu từ cung cấp dịch vụ,Doanh thu từ cung cấp dịch vụ,Doanh thu từ cung cấp dịch vụ,126.757.703,10.269.191,126757703.0,10269191.0
Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,63.424.080,176.705.580,63424080.0,176705580.0
Doanh thu bán ót,Doanh thu bán ót,Doanh thu bán ót,-,38.704.084,,38704084.0
DOANH THU THUẦN,DOANH THU THUẦN,DOANH THU THUẦN,2.374.911.980,1.810.775.030,2374911980.0,1810775030.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu thuần với các bên liên quan,Trong đó: > Doanh thu thuần với các bên liên quan,Doanh thu thuần với các bên liên quan,910.645.738,1.019.035.719,910645738.0,1019035719.0
Doanh thu thuần với các bên khác,Trong đó: > Doanh thu thuần với các bên khác,Doanh thu thuần với các bên khác,1.464.266.242,791.739.311,1464266242.0,791739311.0
