row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,Thanh lý công ty con,Ngàn VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Thanh lý công ty con,numeric__Ngàn VND Số cuối năm
Phải nộp:,Phải nộp:,Phải nộp:,Phải nộp:,Phải nộp:,Phải nộp:,Phải nộp:,Phải nộp:,,,,,
Thuế TNDN (TM số 30.1),Phải nộp: > Thuế TNDN (TM số 30.1),Thuế TNDN (TM số 30.1),19.746.853,1.502.385,-,-,21.249.238,19746853.0,1502385.0,,,21249238.0
Thuế thu nhập cá nhân,Phải nộp: > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,5.711.720,6.667.488,(6.060.522),(86.300),6.232.386,5711720.0,6667488.0,-6060522.0,-86300.0,6232386.0
Thuế giá trị gia tăng phải nộp,Phải nộp: > Thuế giá trị gia tăng phải nộp,Thuế giá trị gia tăng phải nộp,-,25.780,(10.361),-,15.419,,25780.0,-10361.0,,15419.0
Thuế khác,Phải nộp: > Thuế khác,Thuế khác,-,6.000,(6.000),,-,,6000.0,-6000.0,,
TỔNG CỔNG,Phải nộp: > TỔNG CỔNG,TỔNG CỔNG,25.458.573,8.201.653,(6.076.883),(86.300),27.497.043,25458573.0,8201653.0,-6076883.0,-86300.0,27497043.0
