row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,290.104.662,303.246.011,290104662.0,303246011.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,252.656.923,242.763.685,252656923.0,242763685.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,20.820.945,39.448.664,20820945.0,39448664.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,10.352.250,14.617.287,10352250.0,14617287.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,2.853.664,2.412.294,2853664.0,2412294.0
Khác,Khác,Khác,3.420.880,4.004.081,3420880.0,4004081.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,212.530.228,466.928.330,212530228.0,466928330.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,84.876.847,90.366.973,84876847.0,90366973.0
Phân bổ lợi thế thương mại (TM số 16),Phân bổ lợi thế thương mại (TM số 16),Phân bổ lợi thế thương mại (TM số 16),63.764.604,285.726.128,63764604.0,285726128.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,25.515.938,49.313.604,25515938.0,49313604.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,9.135.523,13.713.037,9135523.0,13713037.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,(1.625.139),15.532.723,-1625139.0,15532723.0
Khác,Khác,Khác,30.862.455,12.275.865,30862455.0,12275865.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,502.634.890,770.174.341,502634890.0,770174341.0
