row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.075.596.436,471.776.625,1075596436.0,471776625.0
Phải trả tiền mượn công ty và cá nhân (*),Phải trả tiền mượn công ty và cá nhân (*),Phải trả tiền mượn công ty và cá nhân (*),981.207.601,205.710.224,981207601.0,205710224.0
Phải trả tiền thuê đất,Phải trả tiền thuê đất,Phải trả tiền thuê đất,72.772.560,68.603.644,72772560.0,68603644.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,21.616.275,197.462.757,21616275.0,197462757.0
Dài hạn,Dài hạn,Dài hạn,398.507.111,241.038.047,398507111.0,241038047.0
Phải trả tiền mượn công ty và cá nhân (*),Phải trả tiền mượn công ty và cá nhân (*),Phải trả tiền mượn công ty và cá nhân (*),279.888.731,127.926.968,279888731.0,127926968.0
Phải trả tiền thuê đất,Phải trả tiền thuê đất,Phải trả tiền thuê đất,118.618.380,113.111.079,118618380.0,113111079.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.474.103.547,712.814.672,1474103547.0,712814672.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),,
- Ngắn hạn,Phải trả các bên liên quan (TM số 31) > - Ngắn hạn,- Ngắn hạn,926.115.169,194.735.337,926115169.0,194735337.0
- Dài hạn,Phải trả các bên liên quan (TM số 31) > - Dài hạn,- Dài hạn,16.655.807,25.975.330,16655807.0,25975330.0
Phải trả các bên thứ ba,Phải trả các bên liên quan (TM số 31) > Phải trả các bên thứ ba,Phải trả các bên thứ ba,531.332.571,492.104.005,531332571.0,492104005.0
