row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Lợi nhuận/(lỗ) kế toán trước thuế,Lợi nhuận/(lỗ) kế toán trước thuế,Lợi nhuận/(lỗ) kế toán trước thuế,48.373.670,(2.375.087.563),48373670.0,-2375087563.0
Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
Các khoản lỗ cửa các công ty con,Điều chỉnh cho các khoản: > Các khoản lỗ cửa các công ty con,Các khoản lỗ cửa các công ty con,1.557.148.593,1.295.381.210,1557148593.0,1295381210.0
Chi phí lãi vay không được trừ theo Nghị định 68/2020/NĐ-CP (*),Điều chỉnh cho các khoản: > Chi phí lãi vay không được trừ theo Nghị định 68/2020/NĐ-CP (*),Chi phí lãi vay không được trừ theo Nghị định 68/2020/NĐ-CP (*),183.563.878,-,183563878.0,
Chi phí phân bổ lợi thế thương mại,Điều chỉnh cho các khoản: > Chi phí phân bổ lợi thế thương mại,Chi phí phân bổ lợi thế thương mại,64.216.320,285.726.128,64216320.0,285726128.0
Các khoản chi phí không được trừ,Điều chỉnh cho các khoản: > Các khoản chi phí không được trừ,Các khoản chi phí không được trừ,82.836.492,1.634.636.353,82836492.0,1634636353.0
Thay đổi lợi nhuận nội bộ chưa thực hiện,Điều chỉnh cho các khoản: > Thay đổi lợi nhuận nội bộ chưa thực hiện,Thay đổi lợi nhuận nội bộ chưa thực hiện,22.022.007,11.021.368,22022007.0,11021368.0
Lãi từ thanh lý các khoản đầu tư loại trừ ở khía cạnh hợp nhất,Điều chỉnh cho các khoản: > Lãi từ thanh lý các khoản đầu tư loại trừ ở khía cạnh hợp nhất,Lãi từ thanh lý các khoản đầu tư loại trừ ở khía cạnh hợp nhất,(777.276.932),(245.936.649),-777276932.0,-245936649.0
Chênh lệch tỷ giá hối đoái,Điều chỉnh cho các khoản: > Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,(535.643.504),35.408.481,-535643504.0,35408481.0
Thay đổi chi phí phải trả,Điều chỉnh cho các khoản: > Thay đổi chi phí phải trả,Thay đổi chi phí phải trả,(182.743.609),(192.397.024),-182743609.0,-192397024.0
