row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Chi phí sản xuất kinh doanh dở dang Trong đó:,Chi phí sản xuất kinh doanh dở dang Trong đó:,Chi phí sản xuất kinh doanh dở dang Trong đó:,1.959.035.351,1.720.396.096,1959035351.0,1720396096.0
"Hoạt động sản xuất, trồng trọt (i)","Hoạt động sản xuất, trồng trọt (i)","Hoạt động sản xuất, trồng trọt (i)",1.085.273.353,869.395.362,1085273353.0,869395362.0
Hợp đồng xây dựng (ii),Hợp đồng xây dựng (ii),Hợp đồng xây dựng (ii),873.761.998,851.000.734,873761998.0,851000734.0
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,229.948.940,261.748.953,229948940.0,261748953.0
Thành phẩm,Thành phẩm,Thành phẩm,60.002.761,155.519.548,60002761.0,155519548.0
Hàng hóa,Hàng hóa,Hàng hóa,42.343.191,33.218.130,42343191.0,33218130.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",7.613.583,16.441.515,7613583.0,16441515.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.298.943.826,2.187.324.242,2298943826.0,2187324242.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,(75.146.986),(20.727.970),-75146986.0,-20727970.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,2.223.796.840,2.166.596.272,2223796840.0,2166596272.0
