row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND > Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND > Số đầu năm
Tiền mặt,Tiền mặt,Tiền mặt,12.437.916,7.424.567,12437916.0,7424567.0
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,14.268.493,85.516.633,14268493.0,85516633.0
Tiền đang chuyển,Tiền đang chuyển,Tiền đang chuyển,-,18.544.000,,18544000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,26.706.409,111.485.200,26706409.0,111485200.0
