row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Ngàn VND > Năm nay,Ngàn VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Ngàn VND > Năm nay,numeric__Ngàn VND > Năm trước
THAGRICO,THAGRICO,THAGRICO,Công ty có cùng thành viên HĐQT,Vay tiền Chuyển nhượng công ty con Cán trừ công nợ Bán hàng hóa Mua vật tư và dịch vụ Lãi vay Mua tài sản,3.105.781.212 2.350.000.000 1.984.700.086 671.085.518 680.346.237 191.978.202 7.865.306,- 6.996.075.859 - 895.648.536 166.081.413 -,,,,
HAG,HAG,HAG,Công ty mẹ,Vay tiền Lãi vay Mua vật tư Bán hàng hóa và cung cấp dịch vụ Trả gốc vay,713.493.651 262.474.490 36.027.713 24.436.566 -,1.243.488.420 313.654.152 41.547.567 47.356.218 2.663.331.840,,,,
THACO,THACO,THACO,Cổ đông lớn,Trả gốc vay Vay và cán trừ công nợ Lãi vay,1.375.438.452 626.960.027 173.725.451,1.631.696.000 2.588.289.459 94.567.711,,,,
"Công ty TNHH Thương mại Đầu tư Phát triển Do Holdings (""Do Holdings"")","Công ty TNHH Thương mại Đầu tư Phát triển Do Holdings (""Do Holdings"")","Công ty TNHH Thương mại Đầu tư Phát triển Do Holdings (""Do Holdings"")",Công ty có cùng thành viên HĐQT,Bán hàng hóa Mua vật tư,47.700.607 26.669.335,-,,,,
"Công ty TNHH Giao nhận Vận chuyển Quốc tế Trường Hải (""Vận chuyển Trường Hải"")","Công ty TNHH Thương mại Đầu tư Phát triển Do Holdings (""Do Holdings"") > Công ty TNHH Giao nhận Vận chuyển Quốc tế Trường Hải (""Vận chuyển Trường Hải"")","Công ty TNHH Giao nhận Vận chuyển Quốc tế Trường Hải (""Vận chuyển Trường Hải"")",Công ty có cùng thành viên HĐQT,Mua dịch vụ,146.245.489,-,,,146245489.0,
"Công ty TNHH MTV Tổ hợp Cơ khí Thaco Chu Lai (""Thaco Chu Lai"")","Công ty TNHH Thương mại Đầu tư Phát triển Do Holdings (""Do Holdings"") > Công ty TNHH MTV Tổ hợp Cơ khí Thaco Chu Lai (""Thaco Chu Lai"")","Công ty TNHH MTV Tổ hợp Cơ khí Thaco Chu Lai (""Thaco Chu Lai"")",Công ty có cùng thành viên HĐQT,Mua vật tư,37.994.442,34.871.617,,,37994442.0,34871617.0
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,"Công ty TNHH Thương mại Đầu tư Phát triển Do Holdings (""Do Holdings"") > Công ty Cổ phần Gỗ Hoàng Anh Gia Lai",Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty có cùng thành viên HĐQT,Mua vật tư,36.617.297,61.529.361,,,36617297.0,61529361.0
