row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Trụ sở,Tình trạng hoạt động,Tỷ lệ sở hữu và biểu quyết (%),numeric__Lĩnh vực kinh doanh,numeric__Trụ sở,numeric__Tình trạng hoạt động,numeric__Tỷ lệ sở hữu và biểu quyết (%)
"(1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")","(1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")","(1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")",Nông nghiệp,"Sekong, Lào",Đang hoạt động,100,,,,100.0
"(2) Công ty TNHH MTV Cao su Hoàng Anh Quang Minh (trước đây là Công ty Cổ phần Cao su Hoàng Anh - Quang Minh) (""HAQM Việt Nam"")","(2) Công ty TNHH MTV Cao su Hoàng Anh Quang Minh (trước đây là Công ty Cổ phần Cao su Hoàng Anh - Quang Minh) (""HAQM Việt Nam"")","(2) Công ty TNHH MTV Cao su Hoàng Anh Quang Minh (trước đây là Công ty Cổ phần Cao su Hoàng Anh - Quang Minh) (""HAQM Việt Nam"")",Nông nghiệp,"Gia Lai, Việt Nam",Đang hoạt động,100,,,,100.0
"(3) Công ty Cổ phần Hoàng Anh Đắk Lắk (""HA Đắk Lắk"")","(3) Công ty Cổ phần Hoàng Anh Đắk Lắk (""HA Đắk Lắk"")","(3) Công ty Cổ phần Hoàng Anh Đắk Lắk (""HA Đắk Lắk"")",Nông nghiệp,"Đắk Lắk, Việt Nam",Đang hoạt động,"99,96",,,,99.96
"(4) Công ty TNHH MTV Cao su Ban Mê (""Cao su Ban Mê"")","(4) Công ty TNHH MTV Cao su Ban Mê (""Cao su Ban Mê"")","(4) Công ty TNHH MTV Cao su Ban Mê (""Cao su Ban Mê"")",Nông nghiệp,"Đắk Lắk, Việt Nam",Đang hoạt động,"99,96",,,,99.96
"(5) Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu (""HA Attapeu"")","(5) Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu (""HA Attapeu"")","(5) Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu (""HA Attapeu"")",Nông nghiệp và xây dựng,"Attapeu, Lào",Đang hoạt động,100,,,,100.0
"(6) Công ty TNHH Hoàng Anh Rattanakiri (""HA Rattanakiri"")","(6) Công ty TNHH Hoàng Anh Rattanakiri (""HA Rattanakiri"")","(6) Công ty TNHH Hoàng Anh Rattanakiri (""HA Rattanakiri"")",Nông nghiệp,"Ratanakiri, Campuchia",Đang hoạt động,100,,,,100.0
"(7) Công ty TNHH Heng Brothers (""Heng Brothers"")","(7) Công ty TNHH Heng Brothers (""Heng Brothers"")","(7) Công ty TNHH Heng Brothers (""Heng Brothers"")",Nông nghiệp,"Ratanakiri, Campuchia",Đang hoạt động,100,,,,100.0
"(8) Công ty TNHH MTV Hoàng Anh Oyadav (""HA Oyadav"")","(8) Công ty TNHH MTV Hoàng Anh Oyadav (""HA Oyadav"")","(8) Công ty TNHH MTV Hoàng Anh Oyadav (""HA Oyadav"")",Nông nghiệp,"Ratanakiri, Campuchia",Đang hoạt động,100,,,,100.0
"(9) Công ty TNHH CRD (""CRD"")","(9) Công ty TNHH CRD (""CRD"")","(9) Công ty TNHH CRD (""CRD"")",Nông nghiệp,"Ratanakiri, Campuchia",Đang hoạt động,100,,,,100.0
"(10) Công ty TNHH Hoàng Anh Andong Meas (""HA Andong Meas"")","(10) Công ty TNHH Hoàng Anh Andong Meas (""HA Andong Meas"")","(10) Công ty TNHH Hoàng Anh Andong Meas (""HA Andong Meas"")",Nông nghiệp và chăn nuôi,"Ratanakiri, Campuchia",Đang hoạt động,100,,,,100.0
"(11) Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai (""XNK HAGL"")","(11) Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai (""XNK HAGL"")","(11) Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai (""XNK HAGL"")",Thương mại,"Gia Lai, Việt Nam",Đang hoạt động,100,,,,100.0
"(12) Công ty TNHH MTV Bò sữa Tây Nguyên (trước đây là Công ty Cổ phần Bò sữa Tây Nguyên) (""Bò sữa Tây Nguyên"")","(12) Công ty TNHH MTV Bò sữa Tây Nguyên (trước đây là Công ty Cổ phần Bò sữa Tây Nguyên) (""Bò sữa Tây Nguyên"")","(12) Công ty TNHH MTV Bò sữa Tây Nguyên (trước đây là Công ty Cổ phần Bò sữa Tây Nguyên) (""Bò sữa Tây Nguyên"")",Nông nghiệp và chăn nuôi,"Gia Lai, Việt Nam",Đang hoạt động,100,,,,100.0
