row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc",Máy mócthiết bị,P.tiện vận tảitruyền dẫn,"Thiết bị, dụngcụ quản lý",Cộng,"numeric__Nhà cửa,vật kiến trúc",numeric__Máy mócthiết bị,numeric__P.tiện vận tảitruyền dẫn,"numeric__Thiết bị, dụngcụ quản lý",numeric__Cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,1.541.226.022.157,7.250.991.044.092,284.345.675.905,125.021.026.070,9.201.583.768.224,1541226022157.0,7250991044092.0,284345675905.0,125021026070.0,9201583768224.0
Mua sắm trong năm,Nguyên giá > Mua sắm trong năm,Mua sắm trong năm,1.934.244.866,10.642.422.000,2.105.000.000,5.810.784.771,20.492.451.637,1934244866.0,10642422000.0,2105000000.0,5810784771.0,20492451637.0
Đ/tư XDCB h/thành,Nguyên giá > Đ/tư XDCB h/thành,Đ/tư XDCB h/thành,11.107.886.181,166.604.963.176,166.800.000,23.814.979.809,201.694.629.166,11107886181.0,166604963176.0,166800000.0,23814979809.0,201694629166.0
"T/ lý, nhượng bán","Nguyên giá > T/ lý, nhượng bán","T/ lý, nhượng bán",5.787.260.499,39.711.104.158,90.909.091,156.341.818,45.745.615.566,5787260499.0,39711104158.0,90909091.0,156341818.0,45745615566.0
Số cuối năm,Nguyên giá > Số cuối năm,Số cuối năm,1.548.480.892.705,7.388.527.325.110,286.526.566.814,154.490.448.832,9.378.025.233.461,1548480892705.0,7388527325110.0,286526566814.0,154490448832.0,9378025233461.0
Khấu hao,Khấu hao,Khấu hao,Khấu hao,Khấu hao,Khấu hao,Khấu hao,Khấu hao,,,,,
Số đầu năm,Khấu hao > Số đầu năm,Số đầu năm,1.060.302.186.692,4.188.829.235.858,203.189.617.857,99.191.156.284,5.551.512.196.691,1060302186692.0,4188829235858.0,203189617857.0,99191156284.0,5551512196691.0
Tăng trong năm,Khấu hao > Tăng trong năm,Tăng trong năm,86.038.083.214,330.600.867.164,11.917.878.229,7.455.042.567,436.011.871.174,86038083214.0,330600867164.0,11917878229.0,7455042567.0,436011871174.0
- Khấu hao,Khấu hao > - Khấu hao,- Khấu hao,86.020.771.547,330.579.651.399,11.917.878.229,7.131.247.003,435.649.548.178,86020771547.0,330579651399.0,11917878229.0,7131247003.0,435649548178.0
- Sử dụng Quỹ KH&CN,Khấu hao > - Sử dụng Quỹ KH&CN,- Sử dụng Quỹ KH&CN,17.311.667,21.215.765,-,323.795.564,362.322.996,17311667.0,21215765.0,,323795564.0,362322996.0
"T/ lý, nhượng bán","Khấu hao > T/ lý, nhượng bán","T/ lý, nhượng bán",4.322.724.779,39.252.288.938,90.909.091,156.341.818,43.822.264.626,4322724779.0,39252288938.0,90909091.0,156341818.0,43822264626.0
Số cuối năm,Khấu hao > Số cuối năm,Số cuối năm,1.142.017.545.127,4.480.177.814.084,215.016.586.995,106.489.857.033,5.943.701.803.239,1142017545127.0,4480177814084.0,215016586995.0,106489857033.0,5943701803239.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,480.923.835.465,3.062.161.808.234,81.156.058.048,25.829.869.786,3.650.071.571.533,480923835465.0,3062161808234.0,81156058048.0,25829869786.0,3650071571533.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,406.463.347.578,2.908.349.511.026,71.509.979.819,48.000.591.799,3.434.323.430.222,406463347578.0,2908349511026.0,71509979819.0,48000591799.0,3434323430222.0
