row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Số phát sinh trong năm,Số phát sinh trong năm_1,Số cuối năm,Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số phát sinh trong năm,numeric__Số phát sinh trong năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,Phải thu,Phải nộp,Phải nộp,Thực nộp,Phải thu,Phải nộp,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,15.460.674.579,402.638.768.886,398.034.180.502,-,20.065.262.963,,15460674579.0,402638768886.0,398034180502.0,,20065262963.0
Thuế GTGT hàng NK,Thuế GTGT hàng NK,Thuế GTGT hàng NK,-,-,31.460.364.785,31.460.364.785,-,-,,,31460364785.0,31460364785.0,,
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,-,16.772.148.370,260.648.519.398,263.293.569.821,-,14.127.097.947,,16772148370.0,260648519398.0,263293569821.0,,14127097947.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,-,1.140.478.148,1.140.478.148,-,-,,,1140478148.0,1140478148.0,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,112.998.906.702,268.440.046.653,257.496.906.702,-,123.942.046.653,,112998906702.0,268440046653.0,257496906702.0,,123942046653.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,69.239.857,54.351.474.377,54.367.039.239,-,53.674.995,,69239857.0,54351474377.0,54367039239.0,,53674995.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,173.921.530,2.297.575.377,2.298.012.157,-,173.484.750,,173921530.0,2297575377.0,2298012157.0,,173484750.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",741.382.084,-,6.297.069.815,5.593.906.813,38.219.082,-,741382084.0,,6297069815.0,5593906813.0,38219082.0,
Các loại thuê khác,Các loại thuê khác,Các loại thuê khác,-,1.386.530,1.105.290.724,1.054.438.575,-,52.238.679,,1386530.0,1105290724.0,1054438575.0,,52238679.0
Phí và lệ phí,Phí và lệ phí,Phí và lệ phí,-,10.684.250,182.076.750,181.907.750,-,10.853.250,,10684250.0,182076750.0,181907750.0,,10853250.0
Cộng,Cộng,Cộng,741.382.084,145.486.961.818,1.028.561.664.913,1.014.920.804.492,38.219.082,158.424.659.237,741382084.0,145486961818.0,1028561664913.0,1014920804492.0,38219082.0,158424659237.0
