row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm 2024 VND,Năm 2023 VND,numeric__Mã số,numeric__Năm 2024 VND,numeric__Năm 2023 VND
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,
1. Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,2.840.032.474.226,2.612.821.126.851,1.0,2840032474226.0,2612821126851.0
2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,,,
- Khấu hao Tài sản cố định và phân bố tiền thuê đất,2. Điều chỉnh cho các khoản > - Khấu hao Tài sản cố định và phân bố tiền thuê đất,- Khấu hao Tài sản cố định và phân bố tiền thuê đất,02,443.683.216.210,445.398.005.331,2.0,443683216210.0,445398005331.0
- Các khoản dự phòng,2. Điều chỉnh cho các khoản > - Các khoản dự phòng,- Các khoản dự phòng,03,(1.737.699.666),3.327.627.630,3.0,-1737699666.0,3327627630.0
"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","2. Điều chỉnh cho các khoản > - Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,232.777.508,321.940.146,4.0,232777508.0,321940146.0
"- Lãi, lỗ từ hoạt động đầu tư","2. Điều chỉnh cho các khoản > - Lãi, lỗ từ hoạt động đầu tư","- Lãi, lỗ từ hoạt động đầu tư",05,(428.677.417.361),(478.258.282.853),5.0,-428677417361.0,-478258282853.0
- Chi phí lãi vay,2. Điều chỉnh cho các khoản > - Chi phí lãi vay,- Chi phí lãi vay,06,93.610.782.278,136.264.011.316,6.0,93610782278.0,136264011316.0
- Các khoản điều chỉnh khác,2. Điều chỉnh cho các khoản > - Các khoản điều chỉnh khác,- Các khoản điều chỉnh khác,07,-,150.000.000.000,7.0,,150000000000.0
3. Lợi nhuận từ HĐKD trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản > 3. Lợi nhuận từ HĐKD trước thay đổi vốn lưu động,3. Lợi nhuận từ HĐKD trước thay đổi vốn lưu động,08,2.947.144.133.195,2.869.874.428.421,8.0,2947144133195.0,2869874428421.0
"- Tăng, giảm các khoản phải thu","2. Điều chỉnh cho các khoản > - Tăng, giảm các khoản phải thu","- Tăng, giảm các khoản phải thu",09,(164.457.154.299),(64.080.565.283),9.0,-164457154299.0,-64080565283.0
"- Tăng, giảm hàng tồn kho","2. Điều chỉnh cho các khoản > - Tăng, giảm hàng tồn kho","- Tăng, giảm hàng tồn kho",10,(362.845.770.404),(13.488.961.596),10.0,-362845770404.0,-13488961596.0
"- Tăng, giảm các khoản phải trả","2. Điều chỉnh cho các khoản > - Tăng, giảm các khoản phải trả","- Tăng, giảm các khoản phải trả",11,50.620.933.097,22.709.395.206,11.0,50620933097.0,22709395206.0
"- Tăng, giảm chi phí trả trước","2. Điều chỉnh cho các khoản > - Tăng, giảm chi phí trả trước","- Tăng, giảm chi phí trả trước",12,(35.780.118.331),21.177.777.354,12.0,-35780118331.0,21177777354.0
