row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2018,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)VND,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Tài sảnVND,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Công nợVND,numeric__Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)VND,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Tài sảnVND,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Công nợVND
Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,772.008.155.77113.311.638.370.450,1.238.122.55160.782.949.610,-,7.7200815577113316e+25,1.2381225516078295e+20,
,,,14.083.646.526.221,62.021.072.161,-,14083646526221.0,62021072161.0,
Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)VND,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo),Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo),,,
Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)VND,Tài sảnVND,Công nợVND,,,
Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,Tại ngày 31 tháng 12 năm 2017 > Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,60.896.651.81417.982.409.340.000,-34.688.399.250,228.723.540-,6.089665181417982e+24,-34688399250.0,
,,,18.043.305.991.814,34.688.399.250,228.723.540,18043305991814.0,34688399250.0,228723540.0
