row_label_raw,row_label_full,col_0,Khu vựcMiền BắcVND,Khu vựcMiền TrungVND,Khu vựcMiền NamVND,TổngVND,numeric__Khu vựcMiền BắcVND,numeric__Khu vựcMiền TrungVND,numeric__Khu vựcMiền NamVND,numeric__TổngVND
Tài sản,Tài sản,Tài sản,11.094.296.977.688,10.494.947.467.147,78.457.327.089.047,100.046.571.533.882,11094296977688.0,10494947467147.0,78457327089047.0,100046571533882.0
"Tiền mặt, vàng","Tiền mặt, vàng","Tiền mặt, vàng",87.415.452.956,92.416.916.540,500.414.746.696,680.247.116.192,87415452956.0,92416916540.0,500414746696.0,680247116192.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,4.838.794.985,67.461.025.930,456.987.778.025,529.287.598.940,4838794985.0,67461025930.0,456987778025.0,529287598940.0
Tài sản khác,Tài sản khác,Tài sản khác,11.002.042.729.747,10.335.069.524.677,77.499.924.564.326,98.837.036.818.750,11002042729747.0,10335069524677.0,77499924564326.0,98837036818750.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,(10.970.408.744.064),(10.352.426.395.713),(69.928.127.790.480),(91.250.962.930.257),-10970408744064.0,-10352426395713.0,-69928127790480.0,-91250962930257.0
Nợ phải trả khách hàng bên ngoài,Nợ phải trả khách hàng bên ngoài,Nợ phải trả khách hàng bên ngoài,(10.970.408.744.064),(10.352.426.395.713),(69.917.761.704.094),(91.240.596.843.871),-10970408744064.0,-10352426395713.0,-69917761704094.0,-91240596843871.0
Nợ phải trả nội bộ,Nợ phải trả nội bộ,Nợ phải trả nội bộ,-,-,(5.276.347.151),(5.276.347.151),,,-5276347151.0,-5276347151.0
Nợ phải trả khác,Nợ phải trả khác,Nợ phải trả khác,-,-,(5.089.739.235),(5.089.739.235),,,-5089739235.0,-5089739235.0
