row_label_raw,row_label_full,col_0,31/12/2020(VND) > Giá trị,31/12/2020(VND) > Dự phòng,01/01/2020(VND) > Giá trị,01/01/2020(VND) > Dự phòng,numeric__31/12/2020(VND) > Giá trị,numeric__31/12/2020(VND) > Dự phòng,numeric__01/01/2020(VND) > Giá trị,numeric__01/01/2020(VND) > Dự phòng
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",268.604.825.848,(205.924.289),167.777.111.945,(35.855.438),268604825848.0,-205924289.0,167777111945.0,-35855438.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",1.684.247.374,-,21.740.648.291,-,1684247374.0,,21740648291.0,
Chi phí SXKD DD,Chi phí SXKD DD,Chi phí SXKD DD,12.673.780.221,-,8.232.689.113,-,12673780221.0,,8232689113.0,
Thành phẩm,Thành phẩm,Thành phẩm,3.359.465.524,-,4.389.582.659,-,3359465524.0,,4389582659.0,
Cộng,Cộng,Cộng,286.322.318.967,(205.924.289),202.140.032.008,(35.855.438),286322318967.0,-205924289.0,202140032008.0,-35855438.0
