row_label_raw,row_label_full,Nhà đầu tư > Tập đoàn CN Than - Khoáng sản Việt Nam,Theo điều lệ > Số cổ phần > 677.808.500,Theo điều lệ > Tiền (VND) > 6.778.085.000.000,Vốn góp thực tế tại 31/12/2020 > 6.778.085.000.000,Tỷ lệ góp vốn (%) > 100%,numeric__Theo điều lệ > Số cổ phần > 677.808.500,numeric__Theo điều lệ > Tiền (VND) > 6.778.085.000.000,numeric__Vốn góp thực tế tại 31/12/2020 > 6.778.085.000.000,numeric__Tỷ lệ góp vốn (%) > 100%
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,2.191.500,21.915.000.000,21.915.000.000,100%,2191500.0,21915000000.0,21915000000.0,1.0
Cộng,Cộng,Cộng,680.000.000,6.800.000.000.000,6.800.000.000.000,100%,680000000.0,6800000000000.0,6800000000000.0,1.0
