row_label_raw,row_label_full,col_0,col_1,01/01/2020(VND) > Giá trị,01/01/2020(VND) > Khả năngtrả nợ,31/12/2020(VND) > Giá trị,31/12/2020(VND) > Khả năngtrả nợ,numeric__col_1,numeric__01/01/2020(VND) > Giá trị,numeric__01/01/2020(VND) > Khả năngtrả nợ,numeric__31/12/2020(VND) > Giá trị,numeric__31/12/2020(VND) > Khả năngtrả nợ
c.,c.,c.,Phân loại gốc vay dài hạn đến hạn trả tạithời điểm lập BCTC,2.146.700.289.727,2.146.700.289.727,1.714.968.836.348,1.714.968.836.348,,2146700289727.0,2146700289727.0,1714968836348.0,1714968836348.0
c.1.,c.1.,c.1.,Vay dài hạn đến hạn trả,1.551.700.289.727,1.551.700.289.727,1.644.968.836.348,1.644.968.836.348,,1551700289727.0,1551700289727.0,1644968836348.0,1644968836348.0
c.1.,c.1.,c.1.,Vay Ngân hàng,740.497.248.487,740.497.248.487,834.289.602.496,834.289.602.496,,740497248487.0,740497248487.0,834289602496.0,834289602496.0
c.1.,c.1.,c.1.,Vay Tập đoàn,811.203.041.240,811.203.041.240,810.679.233.852,810.679.233.852,,811203041240.0,811203041240.0,810679233852.0,810679233852.0
c.2.,c.2.,c.2.,Nợ dài hạn đến hạn trả,595.000.000.000,595.000.000.000,70.000.000.000,70.000.000.000,,595000000000.0,595000000000.0,70000000000.0,70000000000.0
c.2.,c.2.,c.2.,Ngân hàng,595.000.000.000,595.000.000.000,70.000.000.000,70.000.000.000,,595000000000.0,595000000000.0,70000000000.0,70000000000.0
d.,d.,d.,Số dư tại thời điểm lập BCTC,10.857.546.397.210,10.857.546.397.210,9.186.428.211.656,9.186.428.211.656,,10857546397210.0,10857546397210.0,9186428211656.0,9186428211656.0
d.1,d.1,d.1,Vay và nợ ngắn hạn (d.1 = a + c),3.128.955.578.257,3.128.955.578.257,2.974.874.610.688,2.974.874.610.688,,3128955578257.0,3128955578257.0,2974874610688.0,2974874610688.0
d.2,d.2,d.2,Vay và nợ dài hạn (d.2 = b - c),7.728.590.818.953,7.728.590.818.953,6.211.553.600.968,6.211.553.600.968,,7728590818953.0,7728590818953.0,6211553600968.0,6211553600968.0
