row_label_raw,row_label_full,"Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi: > Từ 3 năm trở lên",31/12/2020(VND) > Giá gốc > 516.070.341 > 479.301.462,31/12/2020(VND) > Giá trị có thể thu hồi > 16.677.255 > -,01/01/2020(VND) > Giá gốc > 561.944.616 > 534.413.831,01/01/2020(VND) > Giá trị có thể thu hồi > 5.975.143 > -,numeric__31/12/2020(VND) > Giá gốc > 516.070.341 > 479.301.462,numeric__31/12/2020(VND) > Giá trị có thể thu hồi > 16.677.255 > -,numeric__01/01/2020(VND) > Giá gốc > 561.944.616 > 534.413.831,numeric__01/01/2020(VND) > Giá trị có thể thu hồi > 5.975.143 > -
Công ty CP Dịch vụ thương mại Á Châu,Công ty CP Dịch vụ thương mại Á Châu,Công ty CP Dịch vụ thương mại Á Châu,459.574.000,-,459.574.000,-,459574000.0,,459574000.0,
Công ty CP SX và TM Nhất Thành Phát,Công ty CP SX và TM Nhất Thành Phát,Công ty CP SX và TM Nhất Thành Phát,18.172.000,-,-,-,18172000.0,,,
"Trung tâm nghiên cứu, TK ứng dụng CN mới","Trung tâm nghiên cứu, TK ứng dụng CN mới","Trung tâm nghiên cứu, TK ứng dụng CN mới",-,-,72.660.000,-,,,72660000.0,
Đối tượng khác,Đối tượng khác,Đối tượng khác,1.552.462,-,2.179.831,-,1552462.0,,2179831.0,
Từ 2 đến 3 năm,Từ 2 đến 3 năm,Từ 2 đến 3 năm,8.535.919,2.560.775,26.707.919,5.975.143,8535919.0,2560775.0,26707919.0,5975143.0
Công ty CP SX và TM Nhất Thành Phát,Công ty CP SX và TM Nhất Thành Phát,Công ty CP SX và TM Nhất Thành Phát,-,-,18.172.000,-,,,18172000.0,
Đối tượng khác,Đối tượng khác,Đối tượng khác,8.535.919,2.560.775,8.535.919,5.975.143,8535919.0,2560775.0,8535919.0,5975143.0
Từ 1 đến 2 năm,Từ 1 đến 2 năm,Từ 1 đến 2 năm,28.232.960,14.116.480,822.866,-,28232960.0,14116480.0,822866.0,
Đối tượng khác,Đối tượng khác,Đối tượng khác,28.232.960,14.116.480,822.866,-,28232960.0,14116480.0,822866.0,
