row_label_raw,row_label_full,TT,Tên đơn vị,Công nợ > 131,Công nợ > 138,Công nợ > 331,Công nợ > 335,Công nợ > 336,Công nợ > 338,Công nợ > 341,numeric__Tên đơn vị,numeric__Công nợ > 131,numeric__Công nợ > 138,numeric__Công nợ > 331,numeric__Công nợ > 335,numeric__Công nợ > 336,numeric__Công nợ > 338,numeric__Công nợ > 341
A,A,A,B,1,,2,6,,7,8,,1.0,,2.0,6.0,,7.0,8.0
13,13,13,Bệnh viện Than - Khoáng sản,-,-,187.583.510,-,-,-,-,,,,187583510.0,,,,
14,14,14,Công ty CP cơ khí Mạo Khê - Vinacomin,-,-,-,-,-,147.489.705,-,,,,,,,147489705.0,
15,15,15,Công ty CP Địa chất Việt Bắc - TKV,-,-,43.758.649,-,-,-,,,,,43758649.0,,,,
16,16,16,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,543.823.000,198.054.095,-,1.469.480.659,-,-,810.679.233.852,,543823000.0,198054095.0,,1469480659.0,,,810679233852.0
17,17,17,Viện khoa học Công nghệ Mồ - Vinacomin,-,-,404.765.272,-,-,-,-,,,,404765272.0,,,,
18,18,18,Công ty CP phát triển công nghệ và thiết bị mồ,-,-,410.474.451,-,-,-,-,,,,410474451.0,,,,
19,19,19,Trường Cao đẳng Than - Khoáng sản Việt Nam,-,-,177.369.000,-,-,-,-,,,,177369000.0,,,,
20,20,20,Công ty CP Du lịch và thương mại - Vinacomin,-,-,1.763.031.000,-,-,-,-,,,,1763031000.0,,,,
21,21,21,Công ty CP Vật liệu xây dựng và kinh doanh tổng hợp - VVMI,-,-,3.494.254.593,-,-,-,-,,,,3494254593.0,,,,
22,22,22,Công ty CP Địa chất và Khoáng Sản - Vinacomin,-,-,292.358.360,-,-,-,-,,,,292358360.0,,,,
II,II,II,CÁC KHOÀN NỘ DÀI HẠN,-,-,-,798.954.208,-,-,2.436.669.687.432,,,,,798954208.0,,,2436669687432.0
1,1,1,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,-,-,-,798.954.208,-,-,2.436.669.687.432,,,,,798954208.0,,,2436669687432.0
,,,CỘNG,543.823.000,198.054.095,1.595.519.197.904,2.957.506.197,-,147.489.705,3.247.348.921.284,,543823000.0,198054095.0,1595519197904.0,2957506197.0,,147489705.0,3247348921284.0
