row_label_raw,row_label_full,col_0,Nămđáo hạn,31/12/2024VND,1/1/2024VND,numeric__Nămđáo hạn,numeric__31/12/2024VND,numeric__1/1/2024VND
Phải thu về cho vay từ các công ty con,Phải thu về cho vay từ các công ty con,Phải thu về cho vay từ các công ty con,Phải thu về cho vay từ các công ty con,Phải thu về cho vay từ các công ty con,Phải thu về cho vay từ các công ty con,,,
▪ Công ty Cổ phần Dệt May Huế (i),Phải thu về cho vay từ các công ty con > ▪ Công ty Cổ phần Dệt May Huế (i),▪ Công ty Cổ phần Dệt May Huế (i),,-,23.200.000.000,,,23200000000.0
▪ Tổng Công ty Cổ phần Phong Phú (ii),Phải thu về cho vay từ các công ty con > ▪ Tổng Công ty Cổ phần Phong Phú (ii),▪ Tổng Công ty Cổ phần Phong Phú (ii),2035,516.330.778.160,509.186.881.533,2035.0,516330778160.0,509186881533.0
▪ Tổng Công ty Cổ phần Dệt May Hà Nội (ii),Phải thu về cho vay từ các công ty con > ▪ Tổng Công ty Cổ phần Dệt May Hà Nội (ii),▪ Tổng Công ty Cổ phần Dệt May Hà Nội (ii),2035,210.948.093.238,208.029.438.124,2035.0,210948093238.0,208029438124.0
▪ Tổng Công ty Cổ phần Dệt May Hòa Thọ (ii),Phải thu về cho vay từ các công ty con > ▪ Tổng Công ty Cổ phần Dệt May Hòa Thọ (ii),▪ Tổng Công ty Cổ phần Dệt May Hòa Thọ (ii),2035,207.704.982.228,204.831.198.831,2035.0,207704982228.0,204831198831.0
▪ Tổng Công ty Cổ phần Dệt May Nam Định – Khoản 1 (ii),Phải thu về cho vay từ các công ty con > ▪ Tổng Công ty Cổ phần Dệt May Nam Định – Khoản 1 (ii),▪ Tổng Công ty Cổ phần Dệt May Nam Định – Khoản 1 (ii),2035,130.649.988.600,128.842.329.277,2035.0,130649988600.0,128842329277.0
▪ Công ty Cổ phần Dệt May Huế (ii),Phải thu về cho vay từ các công ty con > ▪ Công ty Cổ phần Dệt May Huế (ii),▪ Công ty Cổ phần Dệt May Huế (ii),2035,78.918.443.899,77.826.536.826,2035.0,78918443899.0,77826536826.0
▪ Công ty TNHH MTV Dệt 8-3 (ii),Phải thu về cho vay từ các công ty con > ▪ Công ty TNHH MTV Dệt 8-3 (ii),▪ Công ty TNHH MTV Dệt 8-3 (ii),2035,73.778.725.851,72.757.931.393,2035.0,73778725851.0,72757931393.0
▪ Công ty TNHH MTV Dệt Kim Đông Xuân – Khoản 1 (ii),Phải thu về cho vay từ các công ty con > ▪ Công ty TNHH MTV Dệt Kim Đông Xuân – Khoản 1 (ii),▪ Công ty TNHH MTV Dệt Kim Đông Xuân – Khoản 1 (ii),2035,58.449.214.835,57.640.517.695,2035.0,58449214835.0,57640517695.0
▪ Công ty TNHH MTV Dệt Kim Đông Xuân – Khoản 2 (iii),Phải thu về cho vay từ các công ty con > ▪ Công ty TNHH MTV Dệt Kim Đông Xuân – Khoản 2 (iii),▪ Công ty TNHH MTV Dệt Kim Đông Xuân – Khoản 2 (iii),2027,23.542.959.288,34.942.959.288,2027.0,23542959288.0,34942959288.0
▪ Tổng Công ty Cổ phần Dệt May Nam Định (iv),Phải thu về cho vay từ các công ty con > ▪ Tổng Công ty Cổ phần Dệt May Nam Định (iv),▪ Tổng Công ty Cổ phần Dệt May Nam Định (iv),2026,64.999.388.608,21.600.000.000,2026.0,64999388608.0,21600000000.0
,,,,1.365.322.574.707,1.338.857.792.967,,1365322574707.0,1338857792967.0
