row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụvà dụng cụVND,Chi phíkhácVND,Tổng cộngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụvà dụng cụVND,numeric__Chi phíkhácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,33.991.943.293,4.400.766.570,(441.270.633),37.951.439.230,33991943293.0,4400766570.0,-441270633.0,37951439230.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,4.116.992.524,1.843.506.158,5.960.498.682,,4116992524.0,1843506158.0,5960498682.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(1.014.505.584),(3.745.402.474),(736.429.520),(5.496.337.578),-1014505584.0,-3745402474.0,-736429520.0,-5496337578.0
Phân loại lại,Phân loại lại,Phân loại lại,-,(878.293.647),878.293.647,-,,-878293647.0,878293647.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,32.977.437.709,3.894.062.973,1.544.099.652,38.415.600.334,32977437709.0,3894062973.0,1544099652.0,38415600334.0
