row_label_raw,row_label_full,col_0,Đã phát hành và đang lưu hành31/12/2024 và 1/1/2024,Đã phát hành và đang lưu hành31/12/2024 và 1/1/2024_1,Đã phát hành và đang lưu hành31/12/2024 và 1/1/2024_2,numeric__Đã phát hành và đang lưu hành31/12/2024 và 1/1/2024,numeric__Đã phát hành và đang lưu hành31/12/2024 và 1/1/2024_1,numeric__Đã phát hành và đang lưu hành31/12/2024 và 1/1/2024_2
,,,Số cổ phiếu,VND,%,,,
Tổng Công ty Đầu tư và Kinh doanhvốn Nhà nước – Công ty TNHH,Tổng Công ty Đầu tư và Kinh doanhvốn Nhà nước – Công ty TNHH,Tổng Công ty Đầu tư và Kinh doanhvốn Nhà nước – Công ty TNHH,267.438.100,2.674.381.000.000,"53,49%",267438100.0,2674381000000.0,0.5349
ITOCHU Corporation,ITOCHU Corporation,ITOCHU Corporation,65.000.000,650.000.000.000,"13,00%",65000000.0,650000000000.0,0.13
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,167.561.900,1.675.619.000.000,"33,51%",167561900.0,1675619000000.0,0.33509999999999995
,,,500.000.000,5.000.000.000.000,100%,500000000.0,5000000000000.0,1.0
