row_label_raw,row_label_full,col_0,1/1/2025VND,Phát sinhVND,Số đã cán trừ/phân loại lạiVND,Chênh lệchquy đổi tiền tệVND,31/12/2025VND,numeric__1/1/2025VND,numeric__Phát sinhVND,numeric__Số đã cán trừ/phân loại lạiVND,numeric__Chênh lệchquy đổi tiền tệVND,numeric__31/12/2025VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,19.206.271.863,-,1.504.712.901,464.993.505,21.175.978.269,19206271863.0,,1504712901.0,464993505.0,21175978269.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,388.214.995,-,(9.120.654),8.721.932,387.816.273,388214995.0,,-9120654.0,8721932.0,387816273.0
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,761.228.697,-,49.324.000.000,(4.425.938.935),45.659.289.762,761228697.0,,49324000000.0,-4425938935.0,45659289762.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,3.877.153.278,-,(340.717.021),59.984.124,3.596.420.381,3877153278.0,,-340717021.0,59984124.0,3596420381.0
Thuế khác,Thuế khác,Thuế khác,159.311.496,3.727.273,(20.650.300),-,142.388.469,159311496.0,3727273.0,-20650300.0,,142388469.0
,,,24.392.180.329,3.727.273,50.458.224.926,(3.892.239.374),70.961.893.154,24392180329.0,3727273.0,50458224926.0,-3892239374.0,70961893154.0
