row_label_raw,row_label_full,col_0,Địa chỉ,% quyền biểu quyết,% lợi ích kinh tế,31/12/2025 > Giá trị ghi số VND,31/12/2025 > Giá trị hợp lý VND,1/1/2025 > Giá trị ghi số VND,1/1/2025 > Giá trị hợp lý VND,numeric__Địa chỉ,numeric__% quyền biểu quyết,numeric__% lợi ích kinh tế,numeric__31/12/2025 > Giá trị ghi số VND,numeric__31/12/2025 > Giá trị hợp lý VND,numeric__1/1/2025 > Giá trị ghi số VND,numeric__1/1/2025 > Giá trị hợp lý VND
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,,
▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”)(**),Công ty liên kết > ▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”)(**),▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”)(**),"Thành phố Hồ Chí Minh, Việt Nam","49,00%","49,00%",21.218.113.607,(*),19.884.045.137,(*),,0.49,0.49,21218113607.0,,19884045137.0,
▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”)(**),Công ty liên kết > ▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”)(**),▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”)(**),"Thành phố Cần Thơ, Việt Nam","49,00%","49,00%",173.523.156.521,(*),167.092.892.165,(*),,0.49,0.49,173523156521.0,,167092892165.0,
▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”)(**),Công ty liên kết > ▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”)(**),▪ Công ty TNHH Dịch vụ Kỹ thuật Nuôi trồng Thủy sản Minh Phú Aquamekong (“Aquamekong”)▪ Công ty Cổ phần Mekong Logistics (“Mekong Logistics”)(**),,,,194.741.270.128,,186.976.937.302,,,,,194741270128.0,,186976937302.0,
