row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2025VND,2024VND,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,
Công ty Cổ phần Mekong Logistics,Công ty Cổ phần Mekong Logistics,Công ty Cổ phần Mekong Logistics,Công ty Cổ phần Mekong Logistics,Công ty Cổ phần Mekong Logistics,,
Mua dịch vụ,Công ty Cổ phần Mekong Logistics > Mua dịch vụ,Mua dịch vụ,48.938.025.940,83.197.276.491,48938025940.0,83197276491.0
Cổ tức nhận được,Công ty Cổ phần Mekong Logistics > Cổ tức nhận được,Cổ tức nhận được,-,50.470.000.000,,50470000000.0
Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,,
Công ty Cổ phần Đầu tư Long Phụng,Công ty Cổ phần Đầu tư Long Phụng,Công ty Cổ phần Đầu tư Long Phụng,Công ty Cổ phần Đầu tư Long Phụng,Công ty Cổ phần Đầu tư Long Phụng,,
Chi phí thuê văn phòng,Công ty Cổ phần Đầu tư Long Phụng > Chi phí thuê văn phòng,Chi phí thuê văn phòng,7.073.109.810,6.936.759.650,7073109810.0,6936759650.0
Các cổ đông chính,Các cổ đông chính,Các cổ đông chính,Các cổ đông chính,Các cổ đông chính,,
MPM Investments Pte. Ltd.,MPM Investments Pte. Ltd.,MPM Investments Pte. Ltd.,MPM Investments Pte. Ltd.,MPM Investments Pte. Ltd.,,
Cổ tức công bố,MPM Investments Pte. Ltd. > Cổ tức công bố,Cổ tức công bố,35.113.543.156,105.300.000.000,35113543156.0,105300000000.0
