row_label_raw,row_label_full,col_0,31/12/2025 > Chênh lệch tạm thời VND,31/12/2025 > Giá trị thuế VND,1/1/2025 > Chênh lệch tạm thời VND,1/1/2025 > Giá trị thuế VND,numeric__31/12/2025 > Chênh lệch tạm thời VND,numeric__31/12/2025 > Giá trị thuế VND,numeric__1/1/2025 > Chênh lệch tạm thời VND,numeric__1/1/2025 > Giá trị thuế VND
Các chênh lệch tạm thời được khấu trừ Lỗ tính thuế,Các chênh lệch tạm thời được khấu trừ Lỗ tính thuế,Các chênh lệch tạm thời được khấu trừ Lỗ tính thuế,40.137.161.6011.470.669.550.042,8.027.432.320282.073.379.680,58.872.498.4971.818.600.248.536,5.887.249.850308.184.284.059,4.0137161601147065e+23,8.027432320282074e+21,5.887249849718186e+23,5.887249850308184e+21
,,,1.510.806.711.643,290.100.812.000,1.877.472.747.033,314.071.533.909,1510806711643.0,290100812000.0,1877472747033.0,314071533909.0
