row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2025,Chế biến sản phẩm thủy sản VND,Kinh doanh sản phẩm thủy sản VND,Nuôi trồng sản phẩm thủy sản VND,Bộ phận kinh doanh khác VND,Loại trừ VND,Hợp nhất VND,numeric__Chế biến sản phẩm thủy sản VND,numeric__Kinh doanh sản phẩm thủy sản VND,numeric__Nuôi trồng sản phẩm thủy sản VND,numeric__Bộ phận kinh doanh khác VND,numeric__Loại trừ VND,numeric__Hợp nhất VND
Tải sản của bộ phận Tài sản không phân bổ,Tải sản của bộ phận Tài sản không phân bổ,Tải sản của bộ phận Tài sản không phân bổ,14.069.030.744.546,3.077.546.664.462,1.340.018.487.192,796.421.797.592,(8.870.815.669.619),10.412.202.024.173 792.537.527.705,14069030744546.0,3077546664462.0,1340018487192.0,796421797592.0,-8870815669619.0,
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,,,11.204.739.551.878,,,,,,11204739551878.0
Nợ phải trả của bộ phận Nợ phải trả không phân bổ,Nợ phải trả của bộ phận Nợ phải trả không phân bổ,Nợ phải trả của bộ phận Nợ phải trả không phân bổ,7.129.016.967.989,2.052.674.442.671,553.061.857.039,160.159.916.328,(4.167.927.169.604),5.726.986.014.423 117.150.938.712,7129016967989.0,2052674442671.0,553061857039.0,160159916328.0,-4167927169604.0,
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,,,5.844.136.953.135,,,,,,5844136953135.0
Cho năm kết thúc ngày 31 tháng 12 năm 2025,Cho năm kết thúc ngày 31 tháng 12 năm 2025,Cho năm kết thúc ngày 31 tháng 12 năm 2025,,,,,,,,,,,,
Chỉ tiêu vốn Khấu hao và phân bổ,Chỉ tiêu vốn Khấu hao và phân bổ,Chỉ tiêu vốn Khấu hao và phân bổ,466.175.753.758 117.885.628.929,2.468.596.585 973.575.587,84.766.295.275 135.653.793.373,7.175.244.348 6.007.724.834,-,560.585.889.966 260.520.722.723,,,,,,
