row_label_raw,row_label_full,Phải thu từ các bên liên quan(Thuyết minh số 15),Số cuối năm > 41.537.648.939,VND Số đầu năm > 917.633.192.020,numeric__Số cuối năm > 41.537.648.939,numeric__VND Số đầu năm > 917.633.192.020
Khác,Khác,Khác,172.011.638,182.515.054,172011638.0,182515054.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,41.709.660.577,917.815.707.074,41709660577.0,917815707074.0
