row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2017 Triệu VND,31/12/2016 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2017 Triệu VND,numeric__31/12/2016 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,4,1.842.032,1.519.952,,4.0,1842032.0,1519952.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,5,6.683.682,10.002.478,,5.0,6683682.0,10002478.0
III,A > III,III,"Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác",6,53.497.402,26.952.799,,6.0,53497402.0,26952799.0
1,A > 1,1,Tiền gửi tại các TCTD khác,,38.765.361,12.885.093,,,38765361.0,12885093.0
2,A > 2,2,Cho vay các TCTD khác,,14.928.041,14.263.922,,,14928041.0,14263922.0
3,A > 3,3,Dự phòng rủi ro,,(196.000),(196.216),,,-196000.0,-196216.0
IV,A > IV,IV,Chứng khoán kinh doanh,7,2.804.525,925.995,,7.0,2804525.0,925995.0
1,A > 1,1,Chứng khoán kinh doanh,,2.839.964,1.060.665,,,2839964.0,1060665.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,,(35.439),(134.670),,,-35439.0,-134670.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,121.592,53.419,,8.0,121592.0,53419.0
VI,A > VI,VI,Cho vay khách hàng,,182.062.458,148.687.389,,,182062458.0,148687389.0
1,A > 1,1,Cho vay khách hàng,9,184.188.142,150.737.702,,9.0,184188142.0,150737702.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,10,(2.125.684),(2.050.313),,10.0,-2125684.0,-2050313.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,11,50.677.071,53.285.920,,11.0,50677071.0,53285920.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,43.091.877,46.225.522,,,43091877.0,46225522.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,7.945.077,8.681.353,,,7945077.0,8681353.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(359.883),(1.620.955),,,-359883.0,-1620955.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",12,984.562,842.259,,12.0,984562.0,842259.0
3,A > 3,3,Đầu tư vào công ty liên kết,,50.061,108.761,,,50061.0,108761.0
4,A > 4,4,Đầu tư dài hạn khác,,1.064.147,866.557,,,1064147.0,866557.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(129.646),(133.059),,,-129646.0,-133059.0
X,A > X,X,Tài sản cố định,,2.604.460,2.457.844,,,2604460.0,2457844.0
1,A > 1,1,Tài sản cố định hữu hình,13,1.586.633,1.514.214,,13.0,1586633.0,1514214.0
a,A > a,a,Nguyên giá,,3.083.031,2.852.268,,,3083031.0,2852268.0
b,A > b,b,Giá trị hao mòn lũy kế,,(1.496.398),(1.338.054),,,-1496398.0,-1338054.0
3,A > 3,3,Tài sản cố định vô hình,14,1.017.827,943.630,,14.0,1017827.0,943630.0
a,A > a,a,Nguyên giá,,1.602.987,1.404.148,,,1602987.0,1404148.0
b,A > b,b,Giá trị hao mòn lũy kế,,(585.160),(460.518),,,-585160.0,-460518.0
XI,A > XI,XI,Bất động sản đầu tư,15,92.783,149.175,,15.0,92783.0,149175.0
a,A > a,a,Nguyên giá,,100.296,155.728,,,100296.0,155728.0
b,A > b,b,Giá trị hao mòn lũy kế,,(7.513),(6.553),,,-7513.0,-6553.0
XII,A > XII,XII,Tài sản Có khác,16,12.507.261,11.381.270,,16.0,12507261.0,11381270.0
1,A > 1,1,Các khoản phải thu,,8.973.940,7.401.546,,,8973940.0,7401546.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,2.840.641,2.929.142,,,2840641.0,2929142.0
3,A > 3,3,Tài sản thuế thu nhập doanh nghiệp hoãn lại,33(c),1.436,1.641,,,1436.0,1641.0
4,A > 4,4,Tài sản Có khác,,1.616.961,1.556.606,,,1616961.0,1556606.0
,,,- Trong đó: Lợi thế thương mại,17,75.409,84.835,,17.0,75409.0,84835.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(925.717),(507.665),,,-925717.0,-507665.0
,,,TỔNG TÀI SẢN,,313.877.828,256.258.500,,,313877828.0,256258500.0
