row_label_raw,row_label_full,col_0,31/12/2017Triệu VND,%,31/12/2016Triệu VND,%_1,numeric__31/12/2017Triệu VND,numeric__%,numeric__31/12/2016Triệu VND,numeric__%_1
Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei,,,,
Cho vay các TCKT,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Cho vay các TCKT,Cho vay các TCKT,117.200.517,"63,63",99.979.943,"66,33",117200517.0,63.63,99979943.0,66.33
Công ty Nhà nước,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Công ty Nhà nước,Công ty Nhà nước,6.081.478,"3,30",4.047.755,"2,70",6081478.0,3.3,4047755.0,2.7
Công ty TNHH MTV Vốn Nhà nước 100%,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Công ty TNHH MTV Vốn Nhà nước 100%,Công ty TNHH MTV Vốn Nhà nước 100%,8.673.961,"4,71",9.137.795,"6,06",8673961.0,4.71,9137795.0,6.06
Công ty TNHH trên MTV vốn Nhà nước lớn hơn 50%,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Công ty TNHH trên MTV vốn Nhà nước lớn hơn 50%,Công ty TNHH trên MTV vốn Nhà nước lớn hơn 50%,595.785,"0,32",275.504,"0,18",595785.0,0.32,275504.0,0.18
Công ty TNHH khác,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Công ty TNHH khác,Công ty TNHH khác,40.149.294,"21,80",34.206.595,"22,69",40149294.0,21.8,34206595.0,22.69
Công ty Cổ phần Vốn Nhà nước lớn hơn 50%(Nhà nước chiếm cổ phần chi phối),Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Công ty Cổ phần Vốn Nhà nước lớn hơn 50%(Nhà nước chiếm cổ phần chi phối),Công ty Cổ phần Vốn Nhà nước lớn hơn 50%(Nhà nước chiếm cổ phần chi phối),7.567.805,"4,11",7.831.438,"5,20",7567805.0,4.11,7831438.0,5.2
Công ty cổ phần khác,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Công ty cổ phần khác,Công ty cổ phần khác,48.148.735,"26,15",38.933.748,"25,83",48148735.0,26.15,38933748.0,25.83
Công ty hợp danh,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Công ty hợp danh,Công ty hợp danh,294,"0,00",-,-,294.0,0.0,,
Doanh nghiệp tư nhân,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,8.394,"0,00",2.331.261,"1,55",8394.0,0.0,2331261.0,1.55
