row_label_raw,row_label_full,col_0,31/12/2017Triệu VND,%,31/12/2016Triệu VND,%_1,numeric__31/12/2017Triệu VND,numeric__%,numeric__31/12/2016Triệu VND,numeric__%_1
Doanh nghiệp có vốn đầu tư nước ngoài,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,5.607.202,"3,04",2.877.505,"1,91",5607202.0,3.04,2877505.0,1.91
Hợp tác xã và liên hiệp hợp tác xã,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,367.569,"0,20",338.342,"0,21",367569.0,0.2,338342.0,0.21
Cho vay cá nhân,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Cho vay cá nhân,Cho vay cá nhân,60.106.848,"32,63",45.053.274,"29,89",60106848.0,32.63,45053274.0,29.89
"Hộ kinh doanh, cá nhân","Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",60.106.848,"32,63",45.053.274,"29,89",60106848.0,32.63,45053274.0,29.89
"Cho vay khácĐơn vị hành chính sự nghiệp, đoàn thể và hiệp hội","Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Cho vay khácĐơn vị hành chính sự nghiệp, đoàn thể và hiệp hội","Cho vay khácĐơn vị hành chính sự nghiệp, đoàn thể và hiệp hội",520.900,"0,28",605.215,"0,40",520900.0,0.28,605215.0,0.4
"Cho vay khácĐơn vị hành chính sự nghiệp, đoàn thể và hiệp hội","Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Cho vay khácĐơn vị hành chính sự nghiệp, đoàn thể và hiệp hội","Cho vay khácĐơn vị hành chính sự nghiệp, đoàn thể và hiệp hội",245.557,"0,13",412.340,"0,27",245557.0,0.13,412340.0,0.27
Thành phần kinh tế khác,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Thành phần kinh tế khác,Thành phần kinh tế khác,275.343,"0,15",192.875,"0,13",275343.0,0.15,192875.0,0.13
Cho vay tại các chi nhánh nước ngoài,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Cho vay tại các chi nhánh nước ngoài,Cho vay tại các chi nhánh nước ngoài,3.743.619,"2,03",2.809.446,"1,86",3743619.0,2.03,2809446.0,1.86
Cho vay doanh nghiệp,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Cho vay doanh nghiệp,Cho vay doanh nghiệp,2.985.186,"1,62",2.206.153,"1,46",2985186.0,1.62,2206153.0,1.46
Cho vay cá nhân,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Cho vay cá nhân,Cho vay cá nhân,758.433,"0,41",603.293,"0,40",758433.0,0.41,603293.0,0.4
,,,181.571.884,"98,58",148.447.878,"98,48",181571884.0,98.58,148447878.0,98.48
Các khoản cho vay khách hàng của Công ty Cổ phần Chứng khoán MB,Các khoản cho vay khách hàng của Công ty Cổ phần Chứng khoán MB,Các khoản cho vay khách hàng của Công ty Cổ phần Chứng khoán MB,Các khoản cho vay khách hàng của Công ty Cổ phần Chứng khoán MB,Các khoản cho vay khách hàng của Công ty Cổ phần Chứng khoán MB,Các khoản cho vay khách hàng của Công ty Cổ phần Chứng khoán MB,Các khoản cho vay khách hàng của Công ty Cổ phần Chứng khoán MB,,,,
Các khoản cho vay giao dịch ký quỹ và ứng trước cho khách hàng,Các khoản cho vay khách hàng của Công ty Cổ phần Chứng khoán MB > Các khoản cho vay giao dịch ký quỹ và ứng trước cho khách hàng,Các khoản cho vay giao dịch ký quỹ và ứng trước cho khách hàng,2.616.258,"1,42",2.289.824,"1,52",2616258.0,1.42,2289824.0,1.52
,,,184.188.142,100,150.737.702,100,184188142.0,100.0,150737702.0,100.0
