row_label_raw,row_label_full,col_0,31/12/2017Triệu VND,%,31/12/2016Triệu VND,%_1,numeric__31/12/2017Triệu VND,numeric__%,numeric__31/12/2016Triệu VND,numeric__%_1
Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei,,,,
"Nông lâm nghiệp, thủy sản","Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",2.664.821,"1,45",2.054.667,"1,36",2664821.0,1.45,2054667.0,1.36
Khai khoáng,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Khai khoáng,Khai khoáng,4.214.614,"2,29",3.346.030,"2,22",4214614.0,2.29,3346030.0,2.22
"Công nghiệp chế biến, chế tạo","Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",30.512.045,"16,57",23.770.461,"15,76",30512045.0,16.57,23770461.0,15.76
"Sản xuất và phân phối điện, khí đốt, nước nóng,hoi nước và điều hòa không khí","Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Sản xuất và phân phối điện, khí đốt, nước nóng,hoi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng,hoi nước và điều hòa không khí",6.136.832,"3,33",5.468.420,"3,63",6136832.0,3.33,5468420.0,3.63
"Cung cấp nước, quản lý và xử lý rác thải, nước thải","Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải",696.279,"0,38",544.159,"0,36",696279.0,0.38,544159.0,0.36
Xây dựng,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Xây dựng,Xây dựng,18.252.316,"9,91",14.172.008,"9,40",18252316.0,9.91,14172008.0,9.4
"Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe cóđộng cơ khác","Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe cóđộng cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe cóđộng cơ khác",44.063.175,"23,92",36.893.657,"24,48",44063175.0,23.92,36893657.0,24.48
"Vận tải, kho bãi","Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Vận tải, kho bãi","Vận tải, kho bãi",10.925.421,"5,93",11.183.378,"7,42",10925421.0,5.93,11183378.0,7.42
Dịch vụ lưu trú và ăn uống,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,2.877.726,"1,56",1.700.284,"1,13",2877726.0,1.56,1700284.0,1.13
Thông tin và truyền thông,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Thông tin và truyền thông,Thông tin và truyền thông,2.948.128,"1,60",3.271.982,"2,17",2948128.0,1.6,3271982.0,2.17
"Hoạt động tài chính, ngân hàng, bảo hiểm","Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm",791.791,"0,43",548.658,"0,36",791791.0,0.43,548658.0,0.36
Hoạt động kinh doanh bất động sản,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,5.391.071,"2,93",6.435.478,"4,27",5391071.0,2.93,6435478.0,4.27
"Hoạt động chuyên môn, khoa học và công nghệ","Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",224.198,"0,12",243.171,"0,16",224198.0,0.12,243171.0,0.16
Hoạt động hành chính và dịch vụ hỗ trợ,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,754.706,"0,41",665.285,"0,44",754706.0,0.41,665285.0,0.44
Giáo dục và đào tạo,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Giáo dục và đào tạo,Giáo dục và đào tạo,253.829,"0,14",242.091,"0,16",253829.0,0.14,242091.0,0.16
Y tế và hoạt động trợ giúp xã hội,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,299.009,"0,16",277.107,"0,18",299009.0,0.16,277107.0,0.18
"Nghệ thuật, vui chơi, giải trí","Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí",85.303,"0,05",74.827,"0,05",85303.0,0.05,74827.0,0.05
Hoạt động dịch vụ khác,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,230.300,"0,14",327.264,"0,23",230300.0,0.14,327264.0,0.23
"Hoạt động làm thuê các công việc trong các hộ giađỉnh, sản xuất sản phẩm vật chất và dịch vụ tự tiêudùng của hộ gia đình","Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Hoạt động làm thuê các công việc trong các hộ giađỉnh, sản xuất sản phẩm vật chất và dịch vụ tự tiêudùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ giađỉnh, sản xuất sản phẩm vật chất và dịch vụ tự tiêudùng của hộ gia đình",46.506.701,"25,23",34.419.505,"22,84",46506701.0,25.23,34419505.0,22.84
Dư nợ tại các chi nhánh nước ngoài,Dư nợ cho vay khách hàng của Ngân hàng và Công ty Tài chính TNHH MB Shinsei > Dư nợ tại các chi nhánh nước ngoài,Dư nợ tại các chi nhánh nước ngoài,3.743.619,"2,03",2.809.446,"1,86",3743619.0,2.03,2809446.0,1.86
,,,181.571.884,"98,58",148.447.878,"98,48",181571884.0,98.58,148447878.0,98.48
Các khoản cho vay khách hàngcủa Công ty Cổ phần Chứng khoán MB,Các khoản cho vay khách hàngcủa Công ty Cổ phần Chứng khoán MB,Các khoản cho vay khách hàngcủa Công ty Cổ phần Chứng khoán MB,Các khoản cho vay khách hàngcủa Công ty Cổ phần Chứng khoán MB,Các khoản cho vay khách hàngcủa Công ty Cổ phần Chứng khoán MB,Các khoản cho vay khách hàngcủa Công ty Cổ phần Chứng khoán MB,Các khoản cho vay khách hàngcủa Công ty Cổ phần Chứng khoán MB,,,,
Các khoản cho vay giao dịch ký quỹ và ứng trước chokhách hàng,Các khoản cho vay khách hàngcủa Công ty Cổ phần Chứng khoán MB > Các khoản cho vay giao dịch ký quỹ và ứng trước chokhách hàng,Các khoản cho vay giao dịch ký quỹ và ứng trước chokhách hàng,2.616.258,"1,42",2.289.824,"1,52",2616258.0,1.42,2289824.0,1.52
,,,184.188.142,100,150.737.702,100,184188142.0,100.0,150737702.0,100.0
