row_label_raw,row_label_full,col_0,Giá gốc của các khoản đầu tư Triệu VND,Giá trị thuần theo phương pháp vốn chủ sở hữu Triệu VND,numeric__Giá gốc của các khoản đầu tư Triệu VND,numeric__Giá trị thuần theo phương pháp vốn chủ sở hữu Triệu VND
Công ty Cổ phần VIETASSET,Công ty Cổ phần VIETASSET,Công ty Cổ phần VIETASSET,25.000,25.000,25000.0,25000.0
Công ty Cổ phần Long Thuận Lộc,Công ty Cổ phần Long Thuận Lộc,Công ty Cổ phần Long Thuận Lộc,65.675,68.461,65675.0,68461.0
Công ty Cổ phần Đầu tư MIC,Công ty Cổ phần Đầu tư MIC,Công ty Cổ phần Đầu tư MIC,15.300,15.300,15300.0,15300.0
,,,105.975,108.761,105975.0,108761.0
