row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2017 Triệu VND,31/12/2016 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2017 Triệu VND,numeric__31/12/2016 Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU NỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và Ngân hàng Nhà nước,18,1.847.879,-,,18.0,1847879.0,
II,B > II,II,Tiền gửi và vay các TCTD khác,19,46.101.157,24.712.976,,19.0,46101157.0,24712976.0
1,B > 1,1,Tiền gửi của các TCTD khác,,36.212.214,12.836.651,,,36212214.0,12836651.0
2,B > 2,2,Vay các TCTD khác,,9.888.943,11.876.325,,,9888943.0,11876325.0
III,B > III,III,Tiền gửi của khách hàng,20,220.176.022,194.812.397,,20.0,220176022.0,194812397.0
V,B > V,V,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",21,297.000,258.170,,21.0,297000.0,258170.0
VI,B > VI,VI,Phát hành giấy tờ có giá,22,6.022.222,2.366.953,,22.0,6022222.0,2366953.0
VII,B > VII,VII,Các khoản nợ khác,23,9.832.378,7.519.558,,23.0,9832378.0,7519558.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,2.755.868,2.345.611,,,2755868.0,2345611.0
3,B > 3,3,Các khoản phải trả và công nợ khác,,7.076.510,5.173.947,,,7076510.0,5173947.0
,,,TỔNG NỘ PHẢI TRẢ,,284.276.658,229.670.054,,,284276658.0,229670054.0
,,,VỐN CHỦ SỞ HỮU,,,,,,,
VIII,B > VIII,VIII,Vốn chủ sở hữu,24,29.601.170,26.588.446,,24.0,29601170.0,26588446.0
1,B > 1,1,Vốn của TCTD,,18.983.251,17.955.606,,,18983251.0,17955606.0
\( a \),B > \( a \),\( a \),Vốn điều lệ,,18.155.054,17.127.409,,,18155054.0,17127409.0
\( c \),B > \( c \),\( c \),Thặng dư vốn cổ phần,,828.197,828.197,,,828197.0,828197.0
2,B > 2,2,Quỹ của TCTD,,3.209.154,2.697.000,,,3209154.0,2697000.0
5,B > 5,5,Lợi nhuận chưa phân phối,,5.977.328,4.699.337,,,5977328.0,4699337.0
6,B > 6,6,Lợi ích của cổ đông không kiểm soát,,1.431.437,1.236.503,,,1431437.0,1236503.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,29.601.170,26.588.446,,,29601170.0,26588446.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,313.877.828,256.258.500,,,313877828.0,256258500.0
