row_label_raw,row_label_full,col_0,Giá gốc của các khoản đầu tư Triệu VND,Giá trị thuần theo phương pháp vốn chủ sở hữu Triệu VND,numeric__Giá gốc của các khoản đầu tư Triệu VND,numeric__Giá trị thuần theo phương pháp vốn chủ sở hữu Triệu VND
Công ty Cổ phần Long Thuận Lộc,Công ty Cổ phần Long Thuận Lộc,Công ty Cổ phần Long Thuận Lộc,31.680,34.761,31680.0,34761.0
Công ty Cổ phần Đầu tư MIC,Công ty Cổ phần Đầu tư MIC,Công ty Cổ phần Đầu tư MIC,15.300,15.300,15300.0,15300.0
,,,46.980,50.061,46980.0,50061.0
