row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2017(Triệu VND),VND,USD,EUR,Vàng,Tiền tệ khác,Tổng cộng,numeric__VND,numeric__USD,numeric__EUR,numeric__Vàng,numeric__Tiền tệ khác,numeric__Tổng cộng
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,1.373.927,332.239,102.633,3.018,30.215,1.842.032,1373927.0,332239.0,102633.0,3018.0,30215.0,1842032.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,5.466.898,909.718,-,-,307.066,6.683.682,5466898.0,909718.0,,,307066.0,6683682.0
Tiền gửi và cho vay các TCTD khác - gộp,Tài sản > Tiền gửi và cho vay các TCTD khác - gộp,Tiền gửi và cho vay các TCTD khác - gộp,34.759.381,16.179.503,2.647.244,-,107.274,53.693.402,34759381.0,16179503.0,2647244.0,,107274.0,53693402.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,2.839.964,-,-,-,-,2.839.964,2839964.0,,,,,2839964.0
Các công cụ tài chính phải sinh và các tài sảntài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sảntài chính khác,Các công cụ tài chính phải sinh và các tài sảntài chính khác,8.864.309,(8.721.547),1.159,-,(22.329),121.592,8864309.0,-8721547.0,1159.0,,-22329.0,121592.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,160.131.699,23.100.092,22.108,-,934.243,184.188.142,160131699.0,23100092.0,22108.0,,934243.0,184188142.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,46.551.954,4.485.000,-,-,-,51.036.954,46551954.0,4485000.0,,,,51036954.0
"Gộp vốn, đầu tư dài hạn - gộp","Tài sản > Gộp vốn, đầu tư dài hạn - gộp","Gộp vốn, đầu tư dài hạn - gộp",1.113.492,-,716,-,-,1.114.208,1113492.0,,716.0,,,1114208.0
Tài sản cố định và bất động sản đầu tư,Tài sản > Tài sản cố định và bất động sản đầu tư,Tài sản cố định và bất động sản đầu tư,2.684.424,8.783,-,-,4.036,2.697.243,2684424.0,8783.0,,,4036.0,2697243.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,10.340.916,2.651.729,331.336,-,108.997,13.432.978,10340916.0,2651729.0,331336.0,,108997.0,13432978.0
,,,274.126.964,38.945.517,3.105.196,3.018,1.469.502,317.650.197,274126964.0,38945517.0,3105196.0,3018.0,1469502.0,317650197.0
Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,,,,,,,,,,,,
Các khoản nợ Chính phủ và NHNNVN,Nợ phải trả và vốn chủ sở hữu > Các khoản nợ Chính phủ và NHNNVN,Các khoản nợ Chính phủ và NHNNVN,1.847.879,-,-,-,-,1.847.879,1847879.0,,,,,1847879.0
Tiền gửi và vay các TCTD khác,Nợ phải trả và vốn chủ sở hữu > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,29.275.178,16.391.891,213.119,-,220.969,46.101.157,29275178.0,16391891.0,213119.0,,220969.0,46101157.0
Tiền gửi của khách hàng,Nợ phải trả và vốn chủ sở hữu > Tiền gửi của khách hàng,Tiền gửi của khách hàng,193.363.843,23.444.602,2.914.569,-,453.008,220.176.022,193363843.0,23444602.0,2914569.0,,453008.0,220176022.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro","Nợ phải trả và vốn chủ sở hữu > Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro",297.000,-,-,-,-,297.000,297000.0,,,,,297000.0
Phát hành giấy tờ có giá,Nợ phải trả và vốn chủ sở hữu > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,6.022.222,-,-,-,-,6.022.222,6022222.0,,,,,6022222.0
Các khoản nợ khác,Nợ phải trả và vốn chủ sở hữu > Các khoản nợ khác,Các khoản nợ khác,9.629.648,121.950,1.128,-,79.652,9.832.378,9629648.0,121950.0,1128.0,,79652.0,9832378.0
Vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu > Vốn chủ sở hữu,Vốn chủ sở hữu,29.601.170,-,-,-,-,29.601.170,29601170.0,,,,,29601170.0
,,,270.036.940,39.958.443,3.128.816,-,753.629,313.877.828,270036940.0,39958443.0,3128816.0,,753629.0,313877828.0
Trạng thái tiền tệ nội bằng,Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ nội bằng,Trạng thái tiền tệ nội bằng,4.090.024,(1.012.926),(23.620),3.018,715.873,3.772.369,4090024.0,-1012926.0,-23620.0,3018.0,715873.0,3772369.0
