row_label_raw,row_label_full,Số dư đầu năm > Trích lập dự phòng rủi ro trong năm(Thuyết minh 32) > Phân loại lại sang dự phòng rủi rocho các tài sản Có nội bảng khác(Thuyết minh 16(i)),Năm kết thúc ngày 31/12/2017 > Tại Việt NamTriệu VND > 894.850 > 1.199.559 > (352.255),Năm kết thúc ngày 31/12/2017 > Tại các chi nhánh nước ngoàiTriệu VND > 58.166 > 148.659 > -,Năm kết thúc ngày 31/12/2017 > Tổng cộngTriệu VND > 953.016 > 1.348.218 > (352.255),Năm kết thúc ngày 31/12/2016 > Tại Việt NamTriệu VND > 1.017.866 > 537.171 > -,Năm kết thúc ngày 31/12/2016 > Tại các chi nhánh nước ngoàiTriệu VND > 89.562 > 48.859 > -,Năm kết thúc ngày 31/12/2016 > Tổng cộngTriệu VND > 1.107.428 > 586.030 > -,numeric__Năm kết thúc ngày 31/12/2017 > Tại Việt NamTriệu VND > 894.850 > 1.199.559 > (352.255),numeric__Năm kết thúc ngày 31/12/2017 > Tại các chi nhánh nước ngoàiTriệu VND > 58.166 > 148.659 > -,numeric__Năm kết thúc ngày 31/12/2017 > Tổng cộngTriệu VND > 953.016 > 1.348.218 > (352.255),numeric__Năm kết thúc ngày 31/12/2016 > Tại Việt NamTriệu VND > 1.017.866 > 537.171 > -,numeric__Năm kết thúc ngày 31/12/2016 > Tại các chi nhánh nước ngoàiTriệu VND > 89.562 > 48.859 > -,numeric__Năm kết thúc ngày 31/12/2016 > Tổng cộngTriệu VND > 1.107.428 > 586.030 > -
Tăng do sáp nhập SDFC,Tăng do sáp nhập SDFC,Tăng do sáp nhập SDFC,-,-,-,29.561,-,29.561,,,,29561.0,,29561.0
Sử dụng dự phòng rủi ro tín dụngtrong năm,Sử dụng dự phòng rủi ro tín dụngtrong năm,Sử dụng dự phòng rủi ro tín dụngtrong năm,(1.034.485),(108.502),(1.142.987),(689.748),(80.255),(770.003),-1034485.0,-108502.0,-1142987.0,-689748.0,-80255.0,-770003.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,707.669,98.323,805.992,894.850,58.166,953.016,707669.0,98323.0,805992.0,894850.0,58166.0,953016.0
