row_label_raw,row_label_full,col_0,2017Triệu VND,2016Triệu VND,numeric__2017Triệu VND,numeric__2016Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,155.728,301.988,155728.0,301988.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,6.539,-,6539.0,
Giảm trong năm,Nguyên giá > Giảm trong năm,Giảm trong năm,(61.971),(146.260),-61971.0,-146260.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,100.296,155.728,100296.0,155728.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,6.553,3.537,6553.0,3537.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,2.948,3.016,2948.0,3016.0
Giảm trong năm,Giá trị hao mòn lũy kế > Giảm trong năm,Giảm trong năm,(1.988),-,-1988.0,
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,7.513,6.553,7513.0,6553.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,149.175,298.451,149175.0,298451.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,92.783,149.175,92783.0,149175.0
