row_label_raw,row_label_full,col_0,Năm kết thúc ngày 31/12/2017 > Tại Việt Nam,Năm kết thúc ngày 31/12/2017 > Tại các chi nhánh nước ngoài,Năm kết thúc ngày 31/12/2017 > Tổng cộng,Năm kết thúc ngày 31/12/2016 > Tại Việt Nam,Năm kết thúc ngày 31/12/2016 > Tại các chi nhánh nước ngoài,Năm kết thúc ngày 31/12/2016 > Tổng cộng,numeric__Năm kết thúc ngày 31/12/2017 > Tại Việt Nam,numeric__Năm kết thúc ngày 31/12/2017 > Tại các chi nhánh nước ngoài,numeric__Năm kết thúc ngày 31/12/2017 > Tổng cộng,numeric__Năm kết thúc ngày 31/12/2016 > Tại Việt Nam,numeric__Năm kết thúc ngày 31/12/2016 > Tại các chi nhánh nước ngoài,numeric__Năm kết thúc ngày 31/12/2016 > Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.076.124,21.173,1.097.297,847.387,21.567,868.954,1076124.0,21173.0,1097297.0,847387.0,21567.0,868954.0
Trích lập/(hoàn nhập) dự phòng rủi ro trong năm (Thuyết minh 32),Trích lập/(hoàn nhập) dự phòng rủi ro trong năm (Thuyết minh 32),Trích lập/(hoàn nhập) dự phòng rủi ro trong năm (Thuyết minh 32),216.375,6.020,222.395,228.175,(394),227.781,216375.0,6020.0,222395.0,228175.0,-394.0,227781.0
Tăng do sáp nhập SDFC,Tăng do sáp nhập SDFC,Tăng do sáp nhập SDFC,-,-,-,562,-,562,,,,562.0,,562.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.292.499,27.193,1.319.692,1.076.124,21.173,1.097.297,1292499.0,27193.0,1319692.0,1076124.0,21173.0,1097297.0
