row_label_raw,row_label_full,col_0,2017Triệu VND,2016Triệu VND,numeric__2017Triệu VND,numeric__2016Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",34.282,34.074,34282.0,34074.0
Lương và các chi phí liên quan,Lương và các chi phí liên quan,Lương và các chi phí liên quan,3.410.749,2.411.830,3410749.0,2411830.0
Chi phí lương và phụ cấp,Chi phí lương và phụ cấp,Chi phí lương và phụ cấp,3.203.571,2.261.772,3203571.0,2261772.0
Các chi phí theo lương,Các chi phí theo lương,Các chi phí theo lương,178.043,142.287,178043.0,142287.0
"Chi trợ cấp, chi khác","Chi trợ cấp, chi khác","Chi trợ cấp, chi khác",29.135,7.771,29135.0,7771.0
Chi phí về tài sản,Chi phí về tài sản,Chi phí về tài sản,967.191,821.682,967191.0,821682.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí khấu hao,Trong đó: > Chi phí khấu hao,Chi phí khấu hao,377.243,328.118,377243.0,328118.0
Chi phí thuê văn phòng,Trong đó: > Chi phí thuê văn phòng,Chi phí thuê văn phòng,390.341,344.933,390341.0,344933.0
Chi phí quản lý doanh nghiệp,Trong đó: > Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,567.695,557.323,567695.0,557323.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,67.420,59.112,67420.0,59112.0
"Chi phí quảng cáo, tiếp thị và thông tin liên lạc","Trong đó: > Chi phí quảng cáo, tiếp thị và thông tin liên lạc","Chi phí quảng cáo, tiếp thị và thông tin liên lạc",300.090,254.992,300090.0,254992.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",144.834,121.902,144834.0,121902.0
Chi phí hoạt động khác,Trong đó: > Chi phí hoạt động khác,Chi phí hoạt động khác,874.488,227.857,874488.0,227857.0
,,,5.999.239,4.174.668,5999239.0,4174668.0
