row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2016VND,2015VND,,
Các cổ đông có ảnh hưởng đáng kể,Các cổ đông có ảnh hưởng đáng kể,Các cổ đông có ảnh hưởng đáng kể,Các cổ đông có ảnh hưởng đáng kể,Các cổ đông có ảnh hưởng đáng kể,,
Các khoản vay từ HDBank,Các cổ đông có ảnh hưởng đáng kể > Các khoản vay từ HDBank,Các khoản vay từ HDBank,758.722.469.930,1.123.180.663.833,758722469930.0,1123180663833.0
Chi phí lãi vay,Các cổ đông có ảnh hưởng đáng kể > Chi phí lãi vay,Chi phí lãi vay,5.960.878.899,23.386.718.198,5960878899.0,23386718198.0
Khoản vay cấp cho một cổ đông,Các cổ đông có ảnh hưởng đáng kể > Khoản vay cấp cho một cổ đông,Khoản vay cấp cho một cổ đông,-,30.000.000.000,,30000000000.0
Thu nhập lãi tiền gửi và cho vay,Các cổ đông có ảnh hưởng đáng kể > Thu nhập lãi tiền gửi và cho vay,Thu nhập lãi tiền gửi và cho vay,10.663.536.965,25.150.611.112,10663536965.0,25150611112.0
Dịch vụ đã cung cấp,Các cổ đông có ảnh hưởng đáng kể > Dịch vụ đã cung cấp,Dịch vụ đã cung cấp,47.478.830.795,3.871.800.200,47478830795.0,3871800200.0
Chi phí dịch vụ tư vấn,Các cổ đông có ảnh hưởng đáng kể > Chi phí dịch vụ tư vấn,Chi phí dịch vụ tư vấn,4.379.100.000,4.218.000.000,4379100000.0,4218000000.0
Tiền gửi có kỳ hạn,Các cổ đông có ảnh hưởng đáng kể > Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,1.180.000.000.000,-,1180000000000.0,
Các công ty con và công ty liên kết,Các công ty con và công ty liên kết,Các công ty con và công ty liên kết,Các công ty con và công ty liên kết,Các công ty con và công ty liên kết,,
Chi phí chi hộ,Các công ty con và công ty liên kết > Chi phí chi hộ,Chi phí chi hộ,925.854.181.816,2.708.353.393.005,925854181816.0,2708353393005.0
Dịch vụ đã cung cấp,Các công ty con và công ty liên kết > Dịch vụ đã cung cấp,Dịch vụ đã cung cấp,570.437.470.250,595.324.240.718,570437470250.0,595324240718.0
Chi phí dịch vụ thuê chuyển bay,Các công ty con và công ty liên kết > Chi phí dịch vụ thuê chuyển bay,Chi phí dịch vụ thuê chuyển bay,129.175.133.550,-,129175133550.0,
Cổ tức được chia,Các công ty con và công ty liên kết > Cổ tức được chia,Cổ tức được chia,434.854.837.949,-,434854837949.0,
Đầu tư góp vốn,Các công ty con và công ty liên kết > Đầu tư góp vốn,Đầu tư góp vốn,60.000.000.000,-,60000000000.0,
Thành viên Hội đồng Quản trị và Ban Giám đốc,Thành viên Hội đồng Quản trị và Ban Giám đốc,Thành viên Hội đồng Quản trị và Ban Giám đốc,Thành viên Hội đồng Quản trị và Ban Giám đốc,Thành viên Hội đồng Quản trị và Ban Giám đốc,,
Thù lao và lương,Thành viên Hội đồng Quản trị và Ban Giám đốc > Thù lao và lương,Thù lao và lương,13.109.379.578,12.778.035.334,13109379578.0,12778035334.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,
Nhận đầu tư vào hợp đồng hợp tác đầu tư,Các bên liên quan khác > Nhận đầu tư vào hợp đồng hợp tác đầu tư,Nhận đầu tư vào hợp đồng hợp tác đầu tư,-,300.000.000.000,,300000000000.0
Thu nhập từ đầu tư vào hợp đồng hợp tác đầu tư và trái phiếu doanh nghiệp,Các bên liên quan khác > Thu nhập từ đầu tư vào hợp đồng hợp tác đầu tư và trái phiếu doanh nghiệp,Thu nhập từ đầu tư vào hợp đồng hợp tác đầu tư và trái phiếu doanh nghiệp,14.841.666.667,9.000.000.000,14841666667.0,9000000000.0
Dịch vụ đã cung cấp,Các bên liên quan khác > Dịch vụ đã cung cấp,Dịch vụ đã cung cấp,265.998.900,-,265998900.0,
