row_label_raw,row_label_full,Tiền thu từ phát hành cổ phiếu,31,71.500.000.000,-,numeric__31,numeric__71.500.000.000,numeric__-
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,33,21.249.914.036.344,13.366.588.908.049,33.0,21249914036344.0,13366588908049.0
Tiền thu từ hợp đồng hợp tác đầu tư,Tiền thu từ hợp đồng hợp tác đầu tư,Tiền thu từ hợp đồng hợp tác đầu tư,33,-,300.000.000.000,33.0,,300000000000.0
Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,(18.035.136.049.967),(12.426.501.340.454),34.0,-18035136049967.0,-12426501340454.0
Tiền chỉ trả cho hợp đồng hợp tác đầu tư,Tiền chỉ trả cho hợp đồng hợp tác đầu tư,Tiền chỉ trả cho hợp đồng hợp tác đầu tư,34,(300.000.000.000),(500.000.000.000),34.0,-300000000000.0,-500000000000.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,2.986.277.986.377,740.087.567.595,40.0,2986277986377.0,740087567595.0
