row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay VND,Năm trước VND,numeric__Nội dung nghiệp vụ,numeric__Năm nay VND,numeric__Năm trước VND
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Doanh thu bán hàng hóa và dịch vụ,36.540.417.609,63.285.648.934,,36540417609.0,63285648934.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Ứng trước mua hàng hóa và dịch vụ,10.000.000.000,-,,10000000000.0,
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Cho vay,31.000.000.000,-,,31000000000.0,
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Thu hồi khoản cho vay,1.000.000.000,-,,1000000000.0,
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Lãi cho vay,1.337.698.637,-,,1337698637.0,
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Chi phí chỉ hộ,-,2.599.545,,,2599545.0
Công ty Cổ phần Du lịch Thành Thành Công - Chi nhánh Bến Tre - Trung tâm lữ hành,Công ty Cổ phần Du lịch Thành Thành Công - Chi nhánh Bến Tre - Trung tâm lữ hành,Công ty Cổ phần Du lịch Thành Thành Công - Chi nhánh Bến Tre - Trung tâm lữ hành,Mua hàng hóa và dịch vụ,-,27.709.999,,,27709999.0
Công ty Cổ phần Đường Biên Hòa - Ninh Hòa,Công ty Cổ phần Đường Biên Hòa - Ninh Hòa,Công ty Cổ phần Đường Biên Hòa - Ninh Hòa,Doanh thu bán hàng và cung cấp dịch vụ,1.023.337.430,830.152.728,,1023337430.0,830152728.0
Công ty Cổ phần Điện Gió Mê Kông,Công ty Cổ phần Điện Gió Mê Kông,Công ty Cổ phần Điện Gió Mê Kông,Doanh thu bán hàng và cung cấp dịch vụ,-,141.272.728,,,141272728.0
Công ty Cổ phần Điện Gió Mê Kông,Công ty Cổ phần Điện Gió Mê Kông,Công ty Cổ phần Điện Gió Mê Kông,Cho vay,-,1.800.000.000,,,1800000000.0
Công ty Cổ phần Điện Gió Mê Kông,Công ty Cổ phần Điện Gió Mê Kông,Công ty Cổ phần Điện Gió Mê Kông,Lãi cho vay,-,12.180.822,,,12180822.0
Công ty Cổ phần Điện Gió Mê Kông,Công ty Cổ phần Điện Gió Mê Kông,Công ty Cổ phần Điện Gió Mê Kông,Thu hồi khoản cho vay,-,1.800.000.000,,,1800000000.0
Công ty Cổ phần Du lịch Thanh Bình,Công ty Cổ phần Du lịch Thanh Bình,Công ty Cổ phần Du lịch Thanh Bình,Mua hàng hóa và dịch vụ,413.184.098,405.748.008,,413184098.0,405748008.0
