row_label_raw,row_label_full,Công ty cổ phần Năng lượng TTC,10.000.000.000,-,numeric__10.000.000.000,numeric__-
Công ty Cổ phần Biên Hòa Thành Long,Công ty Cổ phần Biên Hòa Thành Long,Công ty Cổ phần Biên Hòa Thành Long,1.437.362.987,437.362.987,1437362987.0,437362987.0
Công ty Cổ phần Thành Thành Công - Biên Hòa,Công ty Cổ phần Thành Thành Công - Biên Hòa,Công ty Cổ phần Thành Thành Công - Biên Hòa,88.880.000,252.868.000,88880000.0,252868000.0
Công ty TNHH Một thành viên Nhiệt điện Gia Lai,Công ty TNHH Một thành viên Nhiệt điện Gia Lai,Công ty TNHH Một thành viên Nhiệt điện Gia Lai,-,550.000.000,,550000000.0
Công ty Cổ phần Đầu tư Năng lượng Xanh TTC,Công ty Cổ phần Đầu tư Năng lượng Xanh TTC,Công ty Cổ phần Đầu tư Năng lượng Xanh TTC,-,56.532.094,,56532094.0
,,,11.526.242.987,1.296.763.081,11526242987.0,1296763081.0
