row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,303.947.764.926,206.938.771.984,303947764926.0,206938771984.0
Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,,
Chi phí không được khấu trừ,Điều chỉnh: > Chi phí không được khấu trừ,Chi phí không được khấu trừ,26.144.989.041,20.241.565.897,26144989041.0,20241565897.0
Thay đổi lợi nhuận chưa thực hiện,Điều chỉnh: > Thay đổi lợi nhuận chưa thực hiện,Thay đổi lợi nhuận chưa thực hiện,(1.271.499.995),(7.830.563.390),-1271499995.0,-7830563390.0
Lỗ tính thuế mà không ghi nhận tài sản thuế TNDN hoãn lại,Điều chỉnh: > Lỗ tính thuế mà không ghi nhận tài sản thuế TNDN hoãn lại,Lỗ tính thuế mà không ghi nhận tài sản thuế TNDN hoãn lại,562.975.806,-,562975806.0,
Chênh lệch tạm thời mà không được ghi nhận thuế TNDN hoãn lại,Điều chỉnh: > Chênh lệch tạm thời mà không được ghi nhận thuế TNDN hoãn lại,Chênh lệch tạm thời mà không được ghi nhận thuế TNDN hoãn lại,371.014.156,-,371014156.0,
Lỗ tính thuế đã được sử dụng,Điều chỉnh: > Lỗ tính thuế đã được sử dụng,Lỗ tính thuế đã được sử dụng,(15.323.216),-,-15323216.0,
Thu nhập chịu thuế ước tính,Điều chỉnh: > Thu nhập chịu thuế ước tính,Thu nhập chịu thuế ước tính,329.739.920.718,219.349.774.491,329739920718.0,219349774491.0
Thuế tính ở thuế suất 20%,Điều chỉnh: > Thuế tính ở thuế suất 20%,Thuế tính ở thuế suất 20%,11.220.661.767,22.976.435.850,11220661767.0,22976435850.0
Thuế tính ở thuế suất 10%,Điều chỉnh: > Thuế tính ở thuế suất 10%,Thuế tính ở thuế suất 10%,27.521.998.490,10.446.759.524,27521998490.0,10446759524.0
Thuế được miễn hoặc giảm,Điều chỉnh: > Thuế được miễn hoặc giảm,Thuế được miễn hoặc giảm,(25.317.768.250),(13.911.278.688),-25317768250.0,-13911278688.0
Bổ sung chi phí thuế TNDN năm trước,Điều chỉnh: > Bổ sung chi phí thuế TNDN năm trước,Bổ sung chi phí thuế TNDN năm trước,7.125.522,160.124.625,7125522.0,160124625.0
Chi phí thuế TNDN (*),Điều chỉnh: > Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),13.432.017.529,19.672.041.311,13432017529.0,19672041311.0
Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,,
Thuế TNDN - hiện hành,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất: > Thuế TNDN - hiện hành,Thuế TNDN - hiện hành,13.686.317.528,20.639.269.039,13686317528.0,20639269039.0
Thu nhập thuế TNDN - hoãn lại (Thuyết minh 24) (**),Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất: > Thu nhập thuế TNDN - hoãn lại (Thuyết minh 24) (**),Thu nhập thuế TNDN - hoãn lại (Thuyết minh 24) (**),(254.299.999),(967.227.728),-254299999.0,-967227728.0
,,,13.432.017.529,19.672.041.311,13432017529.0,19672041311.0
