row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
100,100,100,TÀI SẢN NGẮN HẠN,,1.190.392.725.330,1.229.872.510.447,,,1190392725330.0,1229872510447.0
110,110,110,Tiền và các khoản tương đương tiền,4,105.369.786.743,609.411.234.157,,4.0,105369786743.0,609411234157.0
111,111,111,Tiền,,41.394.120.296,48.669.299.897,,,41394120296.0,48669299897.0
112,112,112,Các khoản tương đương tiền,,63.975.666.447,560.741.934.260,,,63975666447.0,560741934260.0
120,120,120,Đầu tư tài chính ngắn hạn,,12.000.000.000,252.000.000.000,,,12000000000.0,252000000000.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,5(a),12.000.000.000,252.000.000.000,,,12000000000.0,252000000000.0
130,130,130,Các khoản phải thu ngắn hạn,,688.223.591.129,245.522.072.322,,,688223591129.0,245522072322.0
131,131,131,Phải thu ngắn hạn của khách hàng,6,213.458.474.069,109.562.153.409,,6.0,213458474069.0,109562153409.0
132,132,132,Trả trước cho người bán ngắn hạn,7,74.261.127.861,103.336.396.377,,7.0,74261127861.0,103336396377.0
135,135,135,Phải thu về cho vay ngắn hạn,8,157.900.000.000,-,,8.0,157900000000.0,
136,136,136,Phải thu ngắn hạn khác,9(a),243.109.307.488,32.849.459.242,,,243109307488.0,32849459242.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,10,(511.028.312),(228.723.883),,10.0,-511028312.0,-228723883.0
139,139,139,Tài sản thiếu chờ xử lý,,5.710.023,2.787.177,,,5710023.0,2787177.0
140,140,140,Hàng tồn kho,,314.266.073.214,24.721.958.269,,,314266073214.0,24721958269.0
141,141,141,Hàng tồn kho,11,314.266.073.214,24.721.958.269,,11.0,314266073214.0,24721958269.0
150,150,150,Tài sản ngắn hạn khác,,70.533.274.244,98.217.245.699,,,70533274244.0,98217245699.0
151,151,151,Chi phí trả trước ngắn hạn,12(a),4.016.324.932,3.810.607.152,,,4016324932.0,3810607152.0
152,152,152,"Thuế Giá trị Gia tăng (""GTGT"") được khấu trừ",,65.908.880.789,94.389.457.115,,,65908880789.0,94389457115.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,,608.068.523,17.181.432,,,608068523.0,17181432.0
