row_label_raw,row_label_full,THUYẾT MINH CÁC BÊN LIÊN QUAN (tiếp theo),THUYẾT MINH CÁC BÊN LIÊN QUAN (tiếp theo)_1,THUYẾT MINH CÁC BÊN LIÊN QUAN (tiếp theo)_2,THUYẾT MINH CÁC BÊN LIÊN QUAN (tiếp theo)_3,numeric__THUYẾT MINH CÁC BÊN LIÊN QUAN (tiếp theo)_1,numeric__THUYẾT MINH CÁC BÊN LIÊN QUAN (tiếp theo)_2,numeric__THUYẾT MINH CÁC BÊN LIÊN QUAN (tiếp theo)_3
Giao dịch với các bên liên quan (tiếp theo),Giao dịch với các bên liên quan (tiếp theo),Giao dịch với các bên liên quan (tiếp theo),Giao dịch với các bên liên quan (tiếp theo),Giao dịch với các bên liên quan (tiếp theo),Giao dịch với các bên liên quan (tiếp theo),,,
Bên liên quan,Bên liên quan,Bên liên quan,Nội dung nghiệp vụ,Năm nay VND,Năm trước VND,,,
Công ty Cổ phần In Thanh Niên,Bên liên quan > Công ty Cổ phần In Thanh Niên,Công ty Cổ phần In Thanh Niên,Mua dịch vụ,-,97.381.091,,,97381091.0
Công ty Cổ phần Thành Thành Nam,Bên liên quan > Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Mua hàng hóa và dịch vụ,3.147.597.594,2.150.135.247,,3147597594.0,2150135247.0
Công ty Cổ phần Đường Biên Hòa - Phan Rang,Bên liên quan > Công ty Cổ phần Đường Biên Hòa - Phan Rang,Công ty Cổ phần Đường Biên Hòa - Phan Rang,Doanh thu bán hàng và cung cấp dịch vụ,-,476.400.000,,,476400000.0
Công ty Cổ phần Đường Nước trong,Bên liên quan > Công ty Cổ phần Đường Nước trong,Công ty Cổ phần Đường Nước trong,Doanh thu bán hàng và cung cấp dịch vụ,-,1.300.000.000,,,1300000000.0
Công ty TNHH Một Thành viên Đường TTC Biên Hòa - Đồng Nai,Bên liên quan > Công ty TNHH Một Thành viên Đường TTC Biên Hòa - Đồng Nai,Công ty TNHH Một Thành viên Đường TTC Biên Hòa - Đồng Nai,Doanh thu bán hàng và cung cấp dịch vụ,-,3.171.000.000,,,3171000000.0
Công ty TNHH Một Thành viên Khai thác Công trình Thủy lợi Gia Lai,Bên liên quan > Công ty TNHH Một Thành viên Khai thác Công trình Thủy lợi Gia Lai,Công ty TNHH Một Thành viên Khai thác Công trình Thủy lợi Gia Lai,Mua dịch vụ,196.862.956,669.276.744,,196862956.0,669276744.0
Công ty Cổ phần Đầu tư Năng lượng Xanh TTC,Bên liên quan > Công ty Cổ phần Đầu tư Năng lượng Xanh TTC,Công ty Cổ phần Đầu tư Năng lượng Xanh TTC,Doanh thu bán hàng và cung cấp dịch vụ,434.895.573,1.438.998.762,,434895573.0,1438998762.0
