row_label_raw,row_label_full,col_0,Tỷ lệ sở hữu trên vốn điều lệ %,Số tiền cam kết sẽ góp VND,Số tiền đã thực góp VND,Số tiền còn phải góp VND,numeric__Tỷ lệ sở hữu trên vốn điều lệ %,numeric__Số tiền cam kết sẽ góp VND,numeric__Số tiền đã thực góp VND,numeric__Số tiền còn phải góp VND
Công ty Cổ phần Điện TTC Tây Sơn - Bình Định,Công ty Cổ phần Điện TTC Tây Sơn - Bình Định,Công ty Cổ phần Điện TTC Tây Sơn - Bình Định,51,105.570.000.000,2.550.000.000,103.020.000.000,51.0,105570000000.0,2550000000.0,103020000000.0
Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định,Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định,Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định,51,105.570.000.000,2.550.000.000,103.020.000.000,51.0,105570000000.0,2550000000.0,103020000000.0
Công ty Cổ phần Điện gió Tiền Giang,Công ty Cổ phần Điện gió Tiền Giang,Công ty Cổ phần Điện gió Tiền Giang,"9,15",18.300.000.000,2.600.000.000,15.700.000.000,9.15,18300000000.0,2600000000.0,15700000000.0
