row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
300,300,300,NỘ PHẢI TRẢ,,4.183.591.094.623,1.952.623.594.905,,,4183591094623.0,1952623594905.0
310,310,310,Nợ ngắn hạn,,836.408.133.707,528.243.118.007,,,836408133707.0,528243118007.0
311,311,311,Phải trả người bán ngắn hạn,16,80.713.949.471,368.213.754.992,,16.0,80713949471.0,368213754992.0
312,312,312,Người mua trả tiền trước ngắn hạn,17,11.796.642.987,1.341.163.081,,17.0,11796642987.0,1341163081.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,18,15.931.688.434,15.713.948.521,,18.0,15931688434.0,15713948521.0
314,314,314,Phải trả người lao động,,1.530.099.939,1.617.106.333,,,1530099939.0,1617106333.0
315,315,315,Chi phí phải trả ngắn hạn,19,13.694.099.460,4.327.202.805,,19.0,13694099460.0,4327202805.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,,25.531.756,2.727.271,,,25531756.0,2727271.0
319,319,319,Phải trả ngắn hạn khác,20,127.513.150.076,9.862.783.621,,20.0,127513150076.0,9862783621.0
320,320,320,Vay ngắn hạn,21(a),553.636.649.775,106.374.337.883,,,553636649775.0,106374337883.0
322,322,322,"Quỹ khen thưởng, phúc lợi",22,31.566.321.809,20.790.093.500,,22.0,31566321809.0,20790093500.0
330,330,330,Nợ dài hạn,,3.347.182.960.916,1.424.380.476.898,,,3347182960916.0,1424380476898.0
331,331,331,Phải trả người bán dài hạn,,-,96.362.637,,,,96362637.0
338,338,338,Vay dài hạn,21(b),3.343.142.603.654,1.420.255.279.818,,,3343142603654.0,1420255279818.0
342,342,342,Dự phòng phải trả dài hạn,23,3.450.265.592,3.455.589.342,,23.0,3450265592.0,3455589342.0
343,343,343,Quỹ phát triển khoa học và công nghệ,,590.091.670,573.245.101,,,590091670.0,573245101.0
400,400,400,VỐN CHỦ SỞ HỮU,,2.579.628.329.163,2.407.935.310.832,,,2579628329163.0,2407935310832.0
410,410,410,Vốn chủ sở hữu,,2.579.628.329.163,2.407.935.310.832,,,2579628329163.0,2407935310832.0
411,411,411,Vốn góp của chủ sở hữu,"25, 26",2.038.916.770.000,1.941.825.500.000,,,2038916770000.0,1941825500000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.038.916.770.000,1.941.825.500.000,,,2038916770000.0,1941825500000.0
412,412,412,Thặng dư vốn cổ phần,26,38.672.862.153,28.963.735.153,,26.0,38672862153.0,28963735153.0
418,418,418,Quỹ đầu tư phát triển,26,78.812.869.051,60.968.109.047,,26.0,78812869051.0,60968109047.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",26,164.750.484.627,145.084.524.459,,26.0,164750484627.0,145084524459.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,81.399.995.653,81.879.674.381,,,81399995653.0,81879674381.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,83.350.488.974,63.204.850.078,,,83350488974.0,63204850078.0
429,429,429,Lợi ích cổ đông không kiểm soát,26,258.475.343.332,231.093.442.173,,26.0,258475343332.0,231093442173.0
440,440,440,TỔNG NGUỒN VỐN,,6.763.219.423.786,4.360.558.905.737,,,6763219423786.0,4360558905737.0
