row_label_raw,row_label_full,col_0,Tại ngàyđâu nămVND,Số phải nộptrong nămVND,Số đã thựcnộp trong nămVND,Cán trừtrong nămVND,Phân loại lạitrong nămVND,Tại ngàycuối nămVND,numeric__Tại ngàyđâu nămVND,numeric__Số phải nộptrong nămVND,numeric__Số đã thựcnộp trong nămVND,numeric__Cán trừtrong nămVND,numeric__Phân loại lạitrong nămVND,numeric__Tại ngàycuối nămVND
Thuế GTGT,Thuế GTGT,Thuế GTGT,4.511.528.700,213.598.435.851,(87.613.225.845),(128.416.146.077),-,2.080.592.629,4511528700.0,213598435851.0,-87613225845.0,-128416146077.0,,2080592629.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,5.762.185.318,13.252.126.944,(12.973.903.877),-,520.840.661,6.561.249.046,5762185318.0,13252126944.0,-12973903877.0,,520840661.0,6561249046.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.679.937.388,10.199.977.628,(9.398.614.319),-,-,2.481.300.697,1679937388.0,10199977628.0,-9398614319.0,,,2481300697.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,2.157.326.614,24.615.639.287,(24.512.154.867),-,-,2.260.811.034,2157326614.0,24615639287.0,-24512154867.0,,,2260811034.0
Khác,Khác,Khác,1.602.970.501,12.303.044.067,(11.362.279.540),-,4.000.000,2.547.735.028,1602970501.0,12303044067.0,-11362279540.0,,4000000.0,2547735028.0
,,,15.713.948.521,273.969.223.777,(145.860.178.448),(128.416.146.077),524.840.661,15.931.688.434,15713948521.0,273969223777.0,-145860178448.0,-128416146077.0,524840661.0,15931688434.0
