row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay VND,Năm trước VND,numeric__Nội dung nghiệp vụ,numeric__Năm nay VND,numeric__Năm trước VND
Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Doanh thu bán hàng hóa và dịch vụ,239.506.055.004,92.454.545,,239506055004.0,92454545.0
Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Ứng trước tiền mua hàng,10.000.000.000,-,,10000000000.0,
Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Mua hàng hóa dịch vụ,1.147.434.800,507.871.000,,1147434800.0,507871000.0
Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Chi phí chi hộ,-,30.400.000,,,30400000.0
Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Vay,12.000.000.000,-,,12000000000.0,
Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Chi phí lãi vay,132.691.235,-,,132691235.0,
Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Trả nợ vay,5.000.000.000,-,,5000000000.0,
Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Cho vay,20.000.000.000,-,,20000000000.0,
Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Thu hồi khoản cho vay,20.000.000.000,-,,20000000000.0,
Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Lãi cho vay,183.561.644,-,,183561644.0,
Công ty Cổ phần Mía đường Thành Thành Công Tây Ninh,Công ty Cổ phần Mía đường Thành Thành Công Tây Ninh,Công ty Cổ phần Mía đường Thành Thành Công Tây Ninh,Mua hàng hóa dịch vụ,-,59.850.000,,,59850000.0
Công ty TNHH Mía đường TTC Attapeu,Công ty TNHH Mía đường TTC Attapeu,Công ty TNHH Mía đường TTC Attapeu,Doanh thu bán hàng hóa và cung cấp dịch vụ,90.545.460,90.545.460,,90545460.0,90545460.0
Công ty TNHH Một Thành viên Mía đường TTC Attapeu,Công ty TNHH Một Thành viên Mía đường TTC Attapeu,Công ty TNHH Một Thành viên Mía đường TTC Attapeu,Doanh thu bán hàng hóa,136.395.000,-,,136395000.0,
