row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Dự án điện mặt trời Đức Huệ - Long An 2 (*),Dự án điện mặt trời Đức Huệ - Long An 2 (*),Dự án điện mặt trời Đức Huệ - Long An 2 (*),223.150.023.724,92.469.854,223150023724.0,92469854.0
Dự án điện mặt trời áp mái (**),Dự án điện mặt trời áp mái (**),Dự án điện mặt trời áp mái (**),26.630.357.352,-,26630357352.0,
Dự án điện mặt trời Hàm Phú 1 (***),Dự án điện mặt trời Hàm Phú 1 (***),Dự án điện mặt trời Hàm Phú 1 (***),7.132.518.012,6.952.411.433,7132518012.0,6952411433.0
Dự án điện gió VPL,Dự án điện gió VPL,Dự án điện gió VPL,2.691.665.636,-,2691665636.0,
Dự án Hiện đại hoá xưởng cơ khí Diên Phú,Dự án Hiện đại hoá xưởng cơ khí Diên Phú,Dự án Hiện đại hoá xưởng cơ khí Diên Phú,64.143.216,1.154.994.931,64143216.0,1154994931.0
Dự án điện mặt trời Hàm Phú 2,Dự án điện mặt trời Hàm Phú 2,Dự án điện mặt trời Hàm Phú 2,-,147.982.696.483,,147982696483.0
Dự án điện mặt trời Đức Huệ - Long An 1,Dự án điện mặt trời Đức Huệ - Long An 1,Dự án điện mặt trời Đức Huệ - Long An 1,-,49.861.097.907,,49861097907.0
Dự án nâng cao hiệu suất phát điện nhà máy Thủy điện Đắkpihao2,Dự án nâng cao hiệu suất phát điện nhà máy Thủy điện Đắkpihao2,Dự án nâng cao hiệu suất phát điện nhà máy Thủy điện Đắkpihao2,-,4.741.650.479,,4741650479.0
Dự án triển khai phần mềm ERP,Dự án triển khai phần mềm ERP,Dự án triển khai phần mềm ERP,-,2.493.159.189,,2493159189.0
Khác,Khác,Khác,3.146.807.672,2.484.761.825,3146807672.0,2484761825.0
,,,262.815.515.612,215.763.242.101,262815515612.0,215763242101.0
