row_label_raw,row_label_full,Tên công ty,Tên công ty_1,Địa chỉ,Hoạt động chính,Tỷ lệ lợi ích kinh tế tại31/12/2024 1/1/2024,Tỷ lệ lợi ích kinh tế tại31/12/2024 1/1/2024_1,numeric__Tên công ty_1,numeric__Địa chỉ,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích kinh tế tại31/12/2024 1/1/2024,numeric__Tỷ lệ lợi ích kinh tế tại31/12/2024 1/1/2024_1
H.C. Starck Nonferrous Metals Trading(Shanghai) Co. Ltd. (***),H.C. Starck Nonferrous Metals Trading(Shanghai) Co. Ltd. (***),H.C. Starck Nonferrous Metals Trading(Shanghai) Co. Ltd. (***),H.C. Starck Nonferrous Metals Trading(Shanghai) Co. Ltd. (***),"(ii)Thượng Hải,Trung Quốc",Kinh doanh và phân phối,0%,100%,,,,0.0,1.0
H.C. Starck Canada Inc. (***),H.C. Starck Canada Inc. (***),H.C. Starck Canada Inc. (***),H.C. Starck Canada Inc. (***),"(ii)Sarnia, Ontario,Canada",Chế biến sâu kim loại màu và kim loại quý hiểm (Vonfram),0%,100%,,,,0.0,1.0
H.C. Starck Tungsten GK (***),H.C. Starck Tungsten GK (***),H.C. Starck Tungsten GK (***),H.C. Starck Tungsten GK (***),"(ii)Tokyo, Nhật Bản",Kinh doanh và phân phối,0%,100%,,,,0.0,1.0
H.C. Starck Tungsten LLC (***),H.C. Starck Tungsten LLC (***),H.C. Starck Tungsten LLC (***),H.C. Starck Tungsten LLC (***),"(ii)Newton, Mỹ",Kinh doanh và phân phối,0%,100%,,,,0.0,1.0
Chemitas GmbH (***),Chemitas GmbH (***),Chemitas GmbH (***),Chemitas GmbH (***),"(ii)Goslar, Đức","Cung cấp dịch vụ năng lượng, quản lý chất thảivà dịch vụ vận tải",0%,100%,,,,0.0,1.0
"H.C. Starck Jiangwu Tungsten Specialities(Ganzhou) Co., Ltd. (***)","H.C. Starck Jiangwu Tungsten Specialities(Ganzhou) Co., Ltd. (***)","H.C. Starck Jiangwu Tungsten Specialities(Ganzhou) Co., Ltd. (***)","H.C. Starck Jiangwu Tungsten Specialities(Ganzhou) Co., Ltd. (***)","(ii)Cám Châu,Trung Quốc",Chế biến sâu kim loại màu và kim loại quý hiểm (Vonfram),0%,60%,,,,0.0,0.6
Tên công ty,Tên công ty,Tên công ty,Tên công ty,Địa chỉ,Hoạt động chính,Tỷ lệ lợi ích kinh tế tại31/12/2024 1/1/2024,Tỷ lệ lợi ích kinh tế tại31/12/2024 1/1/2024,,,,,
"Công ty liên kết gián tiếpJiangwu H.C. Starck Tungsten Products Co., Ltd. (***)","Tên công ty > Công ty liên kết gián tiếpJiangwu H.C. Starck Tungsten Products Co., Ltd. (***)","Công ty liên kết gián tiếpJiangwu H.C. Starck Tungsten Products Co., Ltd. (***)","Công ty liên kết gián tiếpJiangwu H.C. Starck Tungsten Products Co., Ltd. (***)","(ii)Cám Châu,Trung Quốc",Chế biến sâu kim loại màu và kim loại quý hiểm (Vonfram),0%,30%,,,,0.0,0.3
