row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2024Nghìn VND,2023Nghìn VND,numeric__Mã số,numeric__Thuyết minh,numeric__2024Nghìn VND,numeric__2023Nghìn VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,,14.345.267.406,14.107.033.218,1.0,,14345267406.0,14107033218.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,,8.938.679,13.779.731,2.0,,8938679.0,13779731.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,28,14.336.328.727,14.093.253.487,10.0,28.0,14336328727.0,14093253487.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,,13.443.622.106,13.308.967.243,11.0,,13443622106.0,13308967243.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),20,,892.706.621,784.286.244,20.0,,892706621.0,784286244.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,29,1.917.333.501,485.311.318,21.0,29.0,1917333501.0,485311318.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,30,2.284.396.141,2.195.843.856,22.0,30.0,2284396141.0,2195843856.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,1.371.669.159,1.503.015.894,23.0,,1371669159.0,1503015894.0
Phần lợi nhuận trong công ty liên kết,Phần lợi nhuận trong công ty liên kết,Phần lợi nhuận trong công ty liên kết,24,,30.316.644,9.709.924,24.0,,30316644.0,9709924.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,31,361.709.384,377.179.568,25.0,31.0,361709384.0,377179568.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,32,452.326.961,499.572.488,26.0,32.0,452326961.0,499572488.0
Lỗ thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lỗ thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lỗ thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},30,,(258.075.720),(1.793.288.426),30.0,,-258075720.0,-1793288426.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,33,69.542.334,181.078.732,31.0,33.0,69542334.0,181078732.0
Chi phí khác,Chi phí khác,Chi phí khác,32,34,745.036.300,41.803.130,32.0,34.0,745036300.0,41803130.0
Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),40,,(675.493.966),139.275.602,40.0,,-675493966.0,139275602.0
Lỗ kế toán trước thuế (50 = 30 + 40),Lỗ kế toán trước thuế (50 = 30 + 40),Lỗ kế toán trước thuế (50 = 30 + 40),50,,(933.569.686),(1.654.012.824),50.0,,-933569686.0,-1654012824.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,35,309.709.189,56.989.769,51.0,35.0,309709189.0,56989769.0
Chi phí/(lợi ích) thuế TNDN hoãn lại,Chi phí/(lợi ích) thuế TNDN hoãn lại,Chi phí/(lợi ích) thuế TNDN hoãn lại,52,35,343.319.775,(181.391.892),52.0,35.0,343319775.0,-181391892.0
Lỗ sau thuế TNDN (60 =50 - 51 - 52) (chuyển sang trang sau),Lỗ sau thuế TNDN (60 =50 - 51 - 52) (chuyển sang trang sau),Lỗ sau thuế TNDN (60 =50 - 51 - 52) (chuyển sang trang sau),60,,(1.586.598.650),(1.529.610.701),60.0,,-1586598650.0,-1529610701.0
